अफ्रीका	Afrika
आङ सान सुकी	Aung San Suu Kyi
चतुर्भुज	Fyrhörning
रिहाना	Rihanna
मातृभाषा	Modersmål
ओजोन	Ozon
कुष्ठरोग	Lepra
शिकार	Jakt
ज्याकी च्यान	Jackie Chan
बिष्णुप्रिया मणिपुरी	Bishnupriya manipuri
होजे सारामागो	José Saramago
अलेक्जेन्डर फ्लेमिङ	Alexander Fleming
टम क्रूज	Tom Cruise
बाल दिवस	Internationella barndagen
जैतुन	Olivträd
याहू	Yahoo!
फ्लोरेन्स नाइटिङ्गेल	Florence Nightingale
गुलबर्गा	Kalaburgi
जोनी डेप	Johnny Depp
रोबर्ट कोच	Robert Koch
गिजाको विशाल पिरामिड	Cheopspyramiden
सिन्ध	Sindh
व्यास(ज्यामिती)	Diameter
शिक्षक	Lärare
भानुभक्तीय रामायण	Ramayana
इन्टरनेट चलचित्र डेटाबेस	Internet Movie Database
एपोलो	Apollon
दलाइ लामा	Dalai lama
क्लाउस एब्नर	Klaus Ebner
बदाम	Jordnöt
फ्रान्सिस बेकन	Francis Bacon
घुँडा	Knä
खुर्पानी	Aprikos
संयुक्त राष्ट्र सुरक्षा परिषद	FN:s säkerhetsråd
कुहिरो	Dimma
महाकाव्य	Epos
चश्मा	Glasögon
बहुभुज	Polygon
प्रणय दिवस	Alla hjärtans dag
असिना	Hagel
मिला कुनिज	Mila Kunis
ई.पू. ४३	43 f.Kr.
अपरेसन डेजर्ट शिल्ड	Kuwaitkriget
बजार	Marknad (ekonomi)
पल गोगे	Paul Gauguin
हाइकु	Haiku
क्रोमोसोम	Kromosom
साहित्यमा नोबेल पुरस्कार	Nobelpriset i litteratur
हुलाक टिकट	Frimärke
सखरखण्ड	Sötpotatis
ग्रेगर जोन मेन्डल	Gregor Mendel
अकिहितो	Akihito
रङ्गुन	Rangoon
ई.पू. ६३	63 f.Kr.
भौतिक शास्त्रमा नोबेल पुरस्कार	Nobelpriset i fysik
लियोनार्दो डि र्कापियो	Leonardo DiCaprio
ई.पू. ३१	31 f.Kr.
आशा भोसले	Asha Bhosle
अटिज्म	Autism
देवनागरी लिपि	Devanāgarī
खरबुजा	Vattenmelon
बाबरी	Basilika (krydda)
रोमन संख्या	Romerska talsystemet
ज्वरो	Feber
ई.पू. ४	4 f.Kr.
अन्तर्राष्ट्रिय महिला दिवस	Internationella kvinnodagen
भोरालबर्ग	Vorarlberg
मानव विकास सूचकांक	Human Development Index
पिसाको लेनिङ टावर	Lutande tornet i Pisa
ई.पू. १००	100 f.Kr.
खुल्ला श्रोत	Öppen källkod
ई.पू. ८	8 f.Kr.
रेबिज	Rabies
फुस्रोटाउके काष्ठकुट	Gråkronad brokspett
भोटे कुकुर	Tibetansk mastiff
बन्चरो	Yxa
रोनाल्डिन्हो	Ronaldinho
ट्रयाक्टर	Traktor
ब्लुटूथ	Bluetooth
औजार	Verktyg
चाप	Tryck
माइकल फ्लेप्स	Michael Phelps
रेनडियर	Ren
अर्थविज्ञान	Semantik
स्टोनहेज	Stonehenge
ई.पू. १४	14 f.Kr.
ई.पू. २७	27 f.Kr.
गाजा पट्टी	Gazaremsan
ई.पू. १९	19 f.Kr.
बजारशास्त्र	Marknadsföring
उपत्यका	Dal
ई.पू. ३	3 f.Kr.
राष्ट्रिय जनगणना	Folkräkning
स्टीफन किङ	Stephen King
रेडियो स्टुडियो ५४ नेटवर्क	Radio Studio 54 Network
प्यान्ट	Byxor
दशक	Decennium
मधेशी बदाम	Mandel
वेद	Veda
ई.पू. ५८	58 f.Kr.
ई.पू. ५२	52 f.Kr.
पेयपदार्थ	Dryck
कम्प्युटर प्रोग्राम	Datorprogram
ई.पू. ६	6 f.Kr.
ई.पू. ३४	34 f.Kr.
ई.पू. ५९	59 f.Kr.
ई.पू. ५७	57 f.Kr.
अक्टोपस	Åttaarmade bläckfiskar
अम्ल वर्षा	Surt regn
निर्वाचन	Val
केन्द्रक	Cellkärna
अधिवक्ता	Advokat
कारागार	Anstalt (kriminalvård)
ई.पू. ५	5 f.Kr.
ई.पू. २३	23 f.Kr.
परवेज मुशर्रफ	Pervez Musharraf
राशि-चक्र	Zodiaken
जीवावशेष	Fossil
माइस्पेस	Myspace
जेनिफर लोपेज	Jennifer Lopez
डिलमा रौसेफ	Dilma Rousseff
ई.पू. ६५	65 f.Kr.
सान्ड्रा बुलक	Sandra Bullock
गँगटो	Krabbor
शल्यक्रिया	Kirurgi
ई.पू. २९	29 f.Kr.
ई.पू. ५३	53 f.Kr.
ई.पू. ९०	90 f.Kr.
पखाला	Diarré
अण्डमान र निकोबार द्वीप समूह	Andamanerna och Nikobarerna
ई.पू. ७	7 f.Kr.
ई.पू. ९	9 f.Kr.
ई.पू. ३२	32 f.Kr.
ई.पू. ९१	91 f.Kr.
ईटानगर	Itanagar
ई.पू. ८४	84 f.Kr.
ई.पू. ४८	48 f.Kr.
ई.पू. २६	26 f.Kr.
ई.पू. ७०	70 f.Kr.
ई.पू. ५५	55 f.Kr.
ई.पू. ११	11 f.Kr.
जेजु प्रान्त	Jeju
डेमी लोभाटो	Demi Lovato
सुवर्ण महाचील	Kungsörn
सिक्का	Mynt
दक्षिणी गोलार्ध	Södra halvklotet
ई.पू. ६९	69 f.Kr.
ई.पू. १६	16 f.Kr.
ई.पू. ३५	35 f.Kr.
ई.पू. १३	13 f.Kr.
ओपेरा ब्राउजर	Opera (webbläsare)
परिवेग	Rörelsemängd
जोन डाल्टन	John Dalton
रकेट	Raket
ई.पू. १७	17 f.Kr.
ई.पू. ६७	67 f.Kr.
ई.पू. ८८	88 f.Kr.
ई.पू. ९६	96 f.Kr.
ई.पू. ५४	54 f.Kr.
ई.पू. ८७	87 f.Kr.
शङ्खेत्रो	Grapefrukt
ई.पू. २४	24 f.Kr.
ई.पू. ७७	77 f.Kr.
हर्सा	Hemorrojder
अदालत	Domstol
विलियम ब्लेक	William Blake
ई.पू. ६०	60 f.Kr.
ई.पू. ५६	56 f.Kr.
ई.पू. ९८	98 f.Kr.
ई.पू. ५१	51 f.Kr.
रोडेसको कोलोसस	Kolossen på Rhodos
हरितगृह प्रभाव	Växthuseffekten
जुलिया गिलार्ड	Julia Gillard
ह्याम्लेट	Hamlet
छारे रोग	Epilepsi
छाता	Paraply
धनियाँ	Koriander
हाइफा	Haifa
ई.पू. ८१	81 f.Kr.
ई.पू. ६२	62 f.Kr.
ई.पू. ९५	95 f.Kr.
ई.पू. ७१	71 f.Kr.
ई.पू. ९७	97 f.Kr.
भारतको झण्डा	Indiens flagga
गिनिज बुक अफ वर्ल्ड रेकर्डस	Guinness Rekordbok
परिकल्पना	Hypotes
ई.पू. ८६	86 f.Kr.
ई.पू. ८०	80 f.Kr.
ई.पू. ७४	74 f.Kr.
ई.पू. ६४	64 f.Kr.
ई.पू. ९९	99 f.Kr.
ई.पू. ७६	76 f.Kr.
ई.पू. ७९	79 f.Kr.
ई.पू. ६१	61 f.Kr.
मनमोहन सिंह	Manmohan Singh
रोजा पार्क्स	Rosa Parks
बेबीलोनको झुलन बगैंचा	Babylons hängande trädgårdar
ई.पू. ५०	50 f.Kr.
हाब्रे	Kattbjörn
अन्तर्राष्ट्रिय परमाणु ऊर्जा अभिकरण	Internationella atomenergiorganet
कालो मृत्यु	Digerdöden
आग्नेय चट्टान	Magmatisk bergart
हुँडार	Hyenor
ई.पू. ३९९	399 f.Kr.
हुयान साङ	Xuanzang
गोबी मरुभूमि	Gobiöknen
नागरिकता	Medborgarskap
पुट्ठा	Stjärt
ओच्छ्यान	Säng
बकिंघम प्यालेस	Buckingham Palace
ई.पू. ८२	82 f.Kr.
निलो व्हेल	Blåval
ई.पू. १४९	149 f.Kr.
ई.पू. १०१	101 f.Kr.
हँसिया	Skära
अनुसन्धान	Forskning
राइबोसोम	Ribosom
सुली प्रुधोमे	Sully Prudhomme
स्पेन राष्ट्रिय फुटबल टिम	Spaniens herrlandslag i fotboll
बुट्यान	Buske
मलेवा	Klippduva
राजमा	Böna
ई.पू. ८३	83 f.Kr.
ई.पू. ९२	92 f.Kr.
ई.पू. ९३	93 f.Kr.
ई.पू. ९४	94 f.Kr.
ई.पू. ७८	78 f.Kr.
नीहारिका	Nebulosa
अङ्ग्रेज	Engelsmän
ई.पू. ६६	66 f.Kr.
ई.पू. ८५	85 f.Kr.
ई.पू. ८९	89 f.Kr.
ई.पू. ७२	72 f.Kr.
ई.पू. ७३	73 f.Kr.
ई.पू. ६८	68 f.Kr.
ई.पू. ७५	75 f.Kr.
क्याटी पेरी	Katy Perry
खरानी (रङ्ग)	Grå
सिन्धु घाटी सभ्यता	Induskulturen
बेसार	Gurkmeja
कुहिना	Armbågsled
वन बिरालो	Djungelkatt
चरी बाघ	Leopardkatt
भैँसी	Vattenbuffel
फर्नान्डो टोरेस	Fernando Torres
अड्रे हेपबर्न	Audrey Hepburn
बहालवाला	Inkumbent
डिप्रेसन	Depression
चङ्गा	Drake (leksak)
निकोलस केज	Nicolas Cage
सवारी साधन	Fordon
कृष्ण	Krishna
ई.पू. २०१	201 f.Kr.
ई.पू. २०२	202 f.Kr.
उत्परिवर्तन	Mutation
आगरा	Agra
मनसून	Monsun
ई.पू. १४६	146 f.Kr.
जुका	Iglar
आर्टेमिसको मन्दिर	Artemistemplet i Efesos
ई.पू. ३५६	356 f.Kr.
विद्युतीय अभियान्त्रिकी (इन्जिनियरिङ)	Elektroteknik
डेमी मुर	Demi Moore
अनिकाल	Torka
मरिच	Pepparplanta
मूलभूत कण	Elementarpartikel
केभिन रुड	Kevin Rudd
भान्सा	Kök
गोही	Krokodiler
ई.पू. ११०	110 f.Kr.
द्वीलैङ्गिकता	Bisexualitet
ई.पू. १०६	106 f.Kr.
ई.पू. ४८०	480 f.Kr.
एलेक्जेन्ड्रियाको प्रकाशघर	Fyrtornet på Faros
ई.पू. ३३१	331 f.Kr.
टाइम (पत्रिका)	Time (tidskrift)
ई.पू. २००	200 f.Kr.
जर्मनी राष्ट्रिय फुटबल टिम	Tysklands herrlandslag i fotboll
काग	Corvus
पहान बिरालो	Lodjur
रोबर्ट बोइल	Robert Boyle
ई.पू. ३२२	322 f.Kr.
ई.पू. ३३६	336 f.Kr.
जस्टिन टिम्बरलेक	Justin Timberlake
चण्डीगढ	Chandigarh
पोथी	Hona
पाखुरा	Arm
अंकोरवाट	Angkor Wat
प्राकृतिक चयन	Naturligt urval
पधेँरो	Vattenbrunn
सुप	Fänkål
के२ हिमाल	K2
सापेक्षता सिद्धान्त	Relativitetsteori
जंगली बिरालो	Vildkatt
मम्मी	Mumie
कोलेस्टेरोल	Kolesterol
मोजा	Strumpor
थोमस मुलर	Thomas Müller
फिलिप लाम	Philipp Lahm
बरमुडा त्रिभुज	Bermudatriangeln
आन्ड्रेस इनिएस्टा	Andrés Iniesta
आँखीभुईं	Ögonbryn
