ஆப்பிரிக்கா	Afrika
லைனஸ் (திருத்தந்தை)	Linus (påve)
இடைமுக வடிவமைப்பியல்	Användargränssnitt
முதலாம் சில்வெஸ்தர் (திருத்தந்தை)	Silvester I
மேரி செல்லி	Mary Shelley
டிராசிக் காலம்	Trias
ரோமைன் ரோலண்ட்	Romain Rolland
மார்க்கஸ் விட்ருவியஸ் பொல்லியோ	Vitruvius
சாந்தா மொனிக்கா	Santa Monica
கவுன்ட்டி (ஐக்கிய அமெரிக்கா)	USA:s countyn
பொருளியலுக்கான நோபல் நினைவுப் பரிசு	Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne
அங்கேரிய போரிண்ட்	Forint
வாரன் பபெட்	Warren Buffett
காண்டலீசா ரைஸ்	Condoleezza Rice
குடிசார் சட்டமறுப்பு	Civil olydnad
பிறந்தநாள்	Födelsedag
காம சூத்திரம்	Kama Sutra
சீனச் சமையல்	Kinesiska köket
பசுங்கனிகம்	Kloroplast
ஹாசன்	Hassan (stad)
கெப்லர்-10பி	Kepler-10b
அரைவாழ்வுக் காலம்	Halveringstid
கெப்லர் (விண்கலம்)	Keplerteleskopet
மைய நரம்பு மண்டலம்	Centrala nervsystemet
ஆபிரகாமிய சமயங்கள்	Abrahamitiska religioner
ஜெ. ஜெ. தாம்சன்	J.J. Thomson
கெப்லர்-22பி	Kepler-22b
குதிரைப்படை	Kavalleri
கியோட்டோ நெறிமுறை	Kyotoprotokollet
ஐக்கிய நாடுகள் பொதுச் சபை	FN:s generalförsamling
மில்ட்டன் ஃப்ரீட்மன்	Milton Friedman
வங்கித்தாள்	Sedel
எட் சீரன்	Ed Sheeran
அல்கம்பிரா	Alhambra
விவேகானந்தர்	Swami Vivekananda
பால் டிராக்	Paul Dirac
அனைத்துலக குற்றவியல் நீதிமன்றம்	Internationella brottmålsdomstolen
காசா	Gaza
மே நாள்	Första maj
அன்னையர் நாள்	Mors dag
நிரல்மொழிமாற்றி	Kompilator
அசிட்டிக் காடி	Ättiksyra
சிற்றோடை	Bäck (vattendrag)
கதிரலைக் கும்பா	Radar
பீவர்	Bävrar
ஐக்கிய அமெரிக்கக் குடியரசுத் தலைவர் தேர்தல்	Presidentval i USA
பனிமலை	Isberg
அலகு (அளவையியல்)	Måttenhet
அர்சென் வெங்கர்	Arsène Wenger
ஃபிபனாச்சி எண்கள்	Fibonaccital
வாக்காளர் குழு (ஐக்கிய அமெரிக்கா)	Elektorskollegiet i amerikanska presidentval
பாசுக்கு நாடு (பெரும் பகுதி)	Baskien
பைசண்டைன் கட்டிடக்கலை	Bysantinsk arkitektur
எம்எஸ்-டொஸ்	MS-DOS
வினவல் அமைப்பு மொழி	Structured Query Language
எபேசஸ்	Efesos
வெள்ளொளிர்வு விளக்கு	Glödlampa
நாடின் கார்டிமர்	Nadine Gordimer
அந்தமான் கடல்	Andamansjön
கிமு 288	288 f.Kr.
குருதி வகை	Blodgrupp
கேதரின் ஜீடா-ஜோன்ஸ்	Catherine Zeta-Jones
பிளாக் சாபத்	Black Sabbath
அமெரிகோ வெஸ்புச்சி	Amerigo Vespucci
யோசுவா (நூல்)	Josua (bok)
பபிலோனியா	Babylonien
தி காட்பாதர் (திரைப்படம்)	Gudfadern (film)
டெளன் நோய்க்கூட்டறிகுறி	Downs syndrom
பெப்சி	Pepsi
புரோக்கோலி	Broccoli
பொழுதுபோக்குகளின் பட்டியல்	Hobby
2002 உலகக்கோப்பை காற்பந்து	Världsmästerskapet i fotboll 2002
கலீல் ஜிப்ரான்	Khalil Gibran
சுவாங்சீ	Zhuang Zi
எவரிஸ்துஸ் (திருத்தந்தை)	Evaristus
இங்கிலாந்து தேசிய காற்பந்து அணி	Englands herrlandslag i fotboll
நீலக்கதிர் வட்டு	Blu-ray Disc
பிரான்ஸ் தேசிய காற்பந்து அணி	Frankrikes herrlandslag i fotboll
பின்நவீனத்துவம்	Postmodernism
திலாப்பியா	Tilapia
பேரரசி டோவாகர் சிக்சி	Änkekejsarinnan Cixi
நிலத்தோற்றக் கலை	Landskapsarkitektur
பிரதிபா பாட்டில்	Pratibha Patil
புதினா	Myntasläktet
மிட்வே தீவுகள்	Midwayöarna
நல்லங்கு	Bältdjur
விளையாட்டுச் சீட்டுக்கட்டு	Spelkort
பாரிஸ் ஹில்டன்	Paris Hilton
மார்யோ மோன்டி	Mario Monti
எர்மன் கோரிங்	Hermann Göring
இந்திய காண்டாமிருகம்	Indisk pansarnoshörning
நுரையீரல் புற்றுநோய்	Lungcancer
இலக்னோ	Lucknow
வட்டரங்கு	Cirkus
புல்டாணா மாவட்டம்	Buldhana (distrikt)
செயற்பாட்டியம் (கட்டிடக்கலை)	Funktionalism (arkitektur)
அவுன்சு	Uns
இரு திருத்தந்தையர்களின் ஆட்சிக்கு இடைப்பட்ட காலம்	Sede vacante
வார்ப்புரு:Commons category	Mall:Commonscat
1780கள்	1780-talet
முறுக்கு விசை	Vridmoment
1730கள்	1730-talet
கைகர் துகள் அளவி	Geigermätare
பெட்ரிக் சிமேத்தானா	Bedřich Smetana
திருநாடு	Heliga landet
இடாய்ச்சு விக்கிப்பீடியா	Tyskspråkiga Wikipedia
கருநாகம்	Kungskobra
எரிக் கிளாப்டன்	Eric Clapton
குருத்தணு	Stamcell
சமி மக்கள்	Samer
உரோமையருக்கு எழுதிய திருமுகம்	Romarbrevet
அலெக்சாண்டர் கெரென்சுகி	Aleksandr Kerenskij
ரால்ப் வால்டோ எமேர்சன்	Ralph Waldo Emerson
இடி அமீன்	Idi Amin
உறுதிப்பாட்டுவாதம்	Stoicism
மெயின் கேம்ப்	Mein Kampf
ஏர்ன்ஸ்ட் ஹேக்கல்	Ernst Haeckel
டி.என்.ஏ. கூழ்ம மின்புல புரைநகர்ச்சி	Gelelektrofores
டிக் சேனி	Dick Cheney
எக்ஸ் பாக்ஸ் 360	Xbox 360
ஃபெடோரா	Fedora (linuxdistribution)
பன்னாட்டு இயற்கைப் பாதுகாப்புச் சங்கம்	Internationella naturvårdsunionen
ஆடம்ஸ்டவுன்	Adamstown, Pitcairnöarna
பாலினம்	Socialt kön
மெதெயின்	Medellín
யூலியா திமொஷென்கோ	Julia Tymosjenko
திஃபிலின்	Tefillin
பரவளைவு	Parabel (kurva)
ஷோபார்	Shofar
போகுசு	The Pogues
இம்பெங்கா	Beqa
யூரியா	Urea
கோபே	Kobe
ஒழுக்கநெறி	Moral
மார்கன் ஃபிரீமன்	Morgan Freeman
ரெசிஃபி	Recife
பேரரசு	Imperium
நாட்டுத் தலைவர்	Statschef
மினார்	Minaret
மலாக்கா நீரிணை	Malackasundet
மகாயான பௌத்தம்	Mahayana
மகெல்லன் நீரிணை	Magellans sund
கப்பி	Block (enkel maskin)
அம்ரித்சர்	Amritsar
ரிச்சர்ட் கியர்	Richard Gere
கட்டற்ற மென்பொருள் இயக்கம்	Free Software Foundation
ஞானக் கொள்கை	Gnosticism
கொன்றுண்ணிப் பறவைகள்	Rovfåglar
1930 உலகக்கோப்பை காற்பந்து	Världsmästerskapet i fotboll 1930
திருக்குடும்பப் பரிகாரப் பேராலயம், எசுப்பானியா	Sagrada Família
புனித ஜார்ஜ்	Sankt Göran
பயணித்தல்	Pendling
பீனிக்ஸ் (பறவை)	Fenix
தூவி தசம வகைப்படுத்தல்	Dewey Decimal Classification
நியூ ஹரைசன்ஸ்	New Horizons
வொயேஜர் 1	Voyager 1
நூலக பகுப்பாக்கம்	Klassifikationssystem för bibliotek
வொயேஜர் 2	Voyager 2
கியூரியோசிட்டி தரையுளவி	Curiosity
ஐஓஎஸ்	IOS
குரோமியம் உலாவி	Chromium
ஐக்கிய அமெரிக்காவின் கூட்டரசு	USA:s federala regering
1750கள்	1750-talet
குடிசார் உரிமைகள் இயக்கம்	Medborgarrättsrörelsen i USA 1955–1968
ஜூனோ (விண்கலம்)	Juno (rymdsond)
டோன் விண்கலம்	Dawn (rymdsond)
1580கள்	1580-talet
ரொசெட்டா விண்கலம்	Rosetta (rymdsond)
ரொசெட்டாக் கல்	Rosettestenen
1590கள்	1590-talet
மீர்	Mir
யூத அரசு	Juda rike
பசுங்கூரை	Gröna tak
வெசுட்டர்ன் படிவு	Western blot
சதர்ன் படிவு	Southern blot
விண்ணோடம்	Space Shuttle
சிக்கல் வழி	Labyrint
லின்னஸ் பாலிங்	Linus Pauling
சந்திரா எக்ஸ்-கதிர் அவதான நிலையம்	Chandra-teleskopet
பகா எண்	Primtal
சந்திரயான்-1	Chandrayaan-1
தையல் இயந்திரம்	Symaskin
கர்ட் வானெகெட்	Kurt Vonnegut
ஆறு நாள் போர்	Sexdagarskriget
கிறித்தபர் ஃகிச்சின்சு	Christopher Hitchens
சிறுகதை	Novell
ஆபிரிக்க அமெரிக்கர்	Afroamerikaner
கொலம்பியா பல்கலைக்கழகம்	Columbia University
