अफ़्रीका	Afrika
ब्रसल्स अन्तर्राष्ट्रीय विमानक्षेत्र	Bryssel-Zaventem flygplats
पुरूवास	Poros (furste)
अलेक्से क्लाड क्लेरो	Alexis Claude Clairaut
तेनरीफ़ सभागार	Auditorio de Tenerife
आनंद (स्थविर)	Ananda
हिमगाड़ी खींचने वाला कुत्ता	Slädhund
कणाद	Kanada (filosof)
भवभूति	Bhavabhuti
एफसी जेनिट सेंट पीटर्सबर्ग	FK Zenit Sankt Petersburg
प्रथम आंग्ल-बर्मी युद्ध	Första anglo-burmesiska kriget
अकिता इनु	Akita (hundras)
ऊष्मागतिकी का तृतीय नियम	Termodynamikens tredje huvudsats
पीटर गुस्ताफ लजन डीरिक्ले	Johann Peter Gustav Lejeune Dirichlet
पीला सम्राट	Huang-Di
मार्टी आख़्तिसारी	Martti Ahtisaari
एफ १५ इगल	McDonnell Douglas F-15 Eagle
दैववाद	Fatalism
लॉकहीड मार्टिन एफ-35 लाइटनिंग II	Lockheed Martin F-35
ईएससीपी यूरोप	ESCP Europe
विलिस टावर	Willis Tower
कार्ल रिटर	Carl Ritter
असमिया भाषा	Assamesiska
ऑगस्टस डी लुका	Augusto De Luca
आशूरी भाषा	Nyöstsyriska
पॉल हारहुईस	Paul Haarhuis
ऍ	Mellanöppen främre orundad vokal
नरगिस (फूल)	Narcissläktet
काबा	Kaba
रिपब्लिकन पार्टी	Republikanska partiet
फ़ाउस्ट (गेटे)	Faust (Goethe)
त्रुटि	Fel
रक्त का कैंसर (ल्यूकेमिया)	Leukemi
चीन	Kina (region)
प्राकृतिक विधि	Naturrätt
तेंदू	Persimon
घनत्व	Densitet
बोआरिश्च भाषा	Bayerska
कोशिका झिल्ली	Cellmembran
डेमोक्रैटिक पार्टी	Demokratiska partiet
शेव्रोले	Chevrolet
अवस्ताई भाषा	Avestiska
वेबकैम	Webbkamera
सार्वजनिक हित	Allmänning
स्कोडा ऑटो	Škoda Auto
वाई-फ़ाई	Wi-Fi
अनुविधि	Rättstrygghet
पे-पर-क्लिक (प्रति क्लिक भुगतान)	Pay per click
815	815
816	816
822	822
840	840
असवान मुहाफ़ज़ाह	Assuan (guvernement)
सिकन्दरिया मुहाफ़ज़ाह	Alexandria (guvernement)
823	823
811	811
771	771
888	888
कीप	Tratt
768	768
असयूत मुहाफ़ज़ाह	Asyut (guvernement)
851	851
802	802
ब्रायोफाइटा	Mossor
ऊदबिलाव	Utter
804	804
चेंगदू	Chengdu
एबी भाषा	Ewe
801	801
807	807
806	806
कॉफ़ीख़ाना	Kafé
उत्प्लव	Boj
655	655
४९६	496
जैगुआर कारें	Jaguar (bilmärke)
४५१	451
775	775
४८९	489
बहुभाषिकता	Flerspråkighet
784	784
661	661
625	625
653	653
904	904
921	921
अल्पसंख्यक	Minoritet
923	923
जीप	Jeep
११२६	1126
668	668
636	636
४६४	464
956	956
952	952
658	658
गिजगिजिया	Medusa (zoologi)
650	650
518	518
महापौर	Borgmästare
ग्रीनविच मीन टाइम	Greenwich Mean Time
हिम तेन्दुआ	Snöleopard
साधारण कानून	Common law
चीनी विकिपीडिया	Kinesiskspråkiga Wikipedia
504	504
४५३	453
४८१	481
४६३	463
674	674
687	687
786	786
660	660
501	501
४९१	491
४९	49
978	978
सिलेसियन भाषा	Schlesiska
543	543
536	536
762	762
610	610
787	787
४८०	480
झेंगझोऊ	Zhengzhou
681	681
819	819
867	867
865	865
827	827
824	824
847	847
883	883
829	829
813	813
910	910
850	850
808	808
853	853
872	872
873	873
856	856
858	858
831	831
857	857
828	828
826	826
833	833
848	848
834	834
881	881
852	852
803	803
805	805
532	532
627	627
४५६	456
688	688
४५२	452
795	795
एव्रिल लावीन	Avril Lavigne
४६५	465
778	778
846	846
८३०	830
राष्ट्रपति	President
908	908
896	896
897	897
927	927
555	555
571	571
890	890
533	533
मिखाइल गोर्बाचोफ	Michail Gorbatjov
४८३	483
४६९	469
४६२	462
४५९	459
४६६	466
761	761
नारा	Slogan
780	780
675	675
689	689
774	774
७५९	759
758	758
३५०	350
मदर टेरेसा	Moder Teresa
782	782
760	760
785	785
783	783
767	767
766	766
२३२	232
894	894
891	891
602	602
628	628
892	892
601	601
672	672
682	682
821	821
648	648
686	686
664	664
677	677
640	640
बेहेइरा मुहाफ़ज़ाह	Beheira
दुमयात मुहाफ़ज़ाह	Damietta (guvernement)
वादी अल-जदीद मुहाफ़ज़ाह	Al-Wadi al-Jadid
कडपा	Kadapa
फ़य्यूम मुहाफ़ज़ाह	Faijum (guvernement)
उत्तर सीनाई मुहाफ़ज़ाह	Sina ash-Shamaliyya
सोहाग मुहाफ़ज़ाह	Sohag (guvernement)
809	809
मिन्या मुहाफ़ज़ाह	Al-Minya (guvernement)
मत्रूह मुहाफ़ज़ाह	Mersa Matruh (guvernement)
बनी सुएफ़ मुहाफ़ज़ाह	Beni Suef (guvernement)
665	665
776	776
763	763
769	769
667	667
529	529
777	777
788	788
671	671
772	772
अना इवानोविच	Ana Ivanović
केरोलाईन वोज़्निएकी	Caroline Wozniacki
पूर्वी तिमोर का ध्वज	Östtimors flagga
जालना	Jalna
४७५	475
मोनूफ़िया मुहाफ़ज़ाह	Al-Minufiyya
४५४	454
लक्सर मुहाफ़ज़ाह	Luxor (guvernement)
क़ाहिरा मुहाफ़ज़ाह	Kairo (guvernement)
४९५	495
दक्षिण सीनाई मुहाफ़ज़ाह	Sina al-Janubiyya
४६८	468
४६१	461
लाल सागर मुहाफ़ज़ाह	Al-Bahr al-Ahmar (guvernement)
गीज़ा मुहाफ़ज़ाह	Giza (guvernement)
४६०	460
ग़रबीया मुहाफ़ज़ाह	Al-Gharbiyya (guvernement)
स्याहगोश	Ökenlo
चिट्ठा	Blogg
541	541
642	642
ऑस्कर वाइल्ड	Oscar Wilde
794	794
587	587
530	530
609	609
४९७	497
540	540
548	548
549	549
४५७	457
४७८	478
४६७	467
४५८	458
डाय अनदर डे	Die Another Day
551	551
४९४	494
कफ़्र अल-शेख़ मुहाफ़ज़ाह	Kafr el-Sheikh (guvernement)
जलगाँव	Jalgaon
डेंगू	Denguefeber
फ़्रान्सीसी पॉलिनेशिया	Franska Polynesien
रेखीय ए लिपि	Linear A
रुआं	Rouen
503	503
510	510
509	509
४७४	474
४८४	484
576	576
४९३	493
४७९	479
४८५	485
547	547
546	546
544	544
537	537
हाँग काँग डॉलर	Hongkongdollar
535	535
५०२	502
527	527
508	508
रस्सी	Tågvirke
525	525
613	613
618	618
617	617
608	608
645	645
621	621
606	606
623	623
604	604
603	603
626	626
619	619
634	634
नॉर्फ़ोक द्वीप	Norfolkön
630	630
क्रिसमस द्वीप	Julön
614	614
क़ेना मुहाफ़ज़ाह	Qena (guvernement)
इस्माईलिया मुहाफ़ज़ाह	Ismailia (guvernement)
दक़ैहलेया मुहाफ़ज़ाह	Ad-Daqahliyya
सुएज़ मुहाफ़ज़ाह	Suez (guvernement)
505	505
अल-शरक़िया मुहाफ़ज़ाह	Ash-Sharqiyya
क़ल्यूबीया मुहाफ़ज़ाह	Al-Qalyubiyya
791	791
पोर्ट सईद मुहाफ़ज़ाह	Port Said (guvernement)
557	557
परिकलक	Miniräknare
656	656
657	657
659	659
651	651
676	676
670	670
652	652
673	673
654	654
647	647
गुओमिंदांग	Kuomintang
812	812
669	669
792	792
649	649
895	895
756	756
663	663
779	779
662	662
684	684
773	773
757	757
790	790
जनसंख्या आनुवांशिकी	Populationsgenetik
764	764
781	781
स्वास्थ्य सेवा	Sjukvård
765	765
589	589
तोता	Papegojfåglar
521	521
597	597
क्रकाउ	Kraków
योसा बुसोन	Yosa Buson
789	789
631	631
४८७	487
638	638
४७३	473
643	643
523	523
अब्दुर रहमान ख़ान	Abd ar-Rahman (1845–1901)
अदिति	Aditi
641	641
४९२	492
639	639
लोक प्रशासन	Offentlig förvaltning
४५०	450
612	612
635	635
611	611
534	534
४८८	488
607	607
524	524
४७२	472
४७१	471
४९०	490
अराजकता	Anarki
मैराथन का युद्ध	Slaget vid Marathon
797	797
511	511
व्हाइट कॉलर	White Collar
598	598
अरबी प्रायद्वीप	Arabiska halvön
५१५	515
फ्रीस्टाइल तैराकी	Frisim
512	512
दोस्त मुहम्मद ख़ान	Dost Muhammed
578	578
जोड़	Addition
आईयूसीएन लाल सूची	Rödlistning
मेष राशि	Väduren (stjärntecken)
४९८	498
मध्याह्न रेखा	Meridian
सिरीस	Ceres (mytologi)
मुक्केबाज़ी	Boxning
२६१	261
४७०	470
कैथे पैसिफ़िक	Cathay Pacific
550	550
586	586
सिंगापुर चांगी अन्तर्राष्ट्रीय विमानक्षेत्र	Singapore Changi Airport
588	588
554	554
583	583
बेइजिंग कैपिटल अन्तर्राष्ट्रीय विमानक्षेत्र	Pekings internationella flygplats
585	585
582	582
556	556
सिंगापुर इंटनेशनल एयरलाइंस	Singapore Airlines
581	581
558	558
वर्जिन एटलान्टिक	Virgin Atlantic Airways
दामेली भाषा	Dameli
अमेरिकन एयरलाइंस	American Airlines
झेलम ज़िला	Jhelum (distrikt)
सेंधिल राममूर्ति	Sendhil Ramamurthy
चाकू	Kniv
क्वान्टास एयरवेज	Qantas Airways
तुलनात्मक राजनीति	Komparativ politik
एफसी शाल्का	FC Schalke 04
मर्टन बरो	London Borough of Merton
४५५	455
किंग्स्टन अपॉन टेम्स बरो	Royal Borough of Kingston upon Thames
रिचमंड अपॉन टेम्स बरो	London Borough of Richmond upon Thames
577	577
जेनिफ़र एनिस्टन	Jennifer Aniston
575	575
४८२	482
४८६	486
580	580
567	567
564	564
561	561
कम्प्यूटर टोमोग्राफी	Datortomografi
574	574
566	566
मह्ल	Divehi
562	562
590	590
४९९	499
मलाला युसुफ़ज़ई	Malala Yousafzai
माइक्रोकंप्यूटर	Mikrodator
