Afrik	Afrika
Lazarus Fuchs	Lazarus Fuchs
Pascual Jordan	Pascual Jordan
Otto Toeplitz	Otto Toeplitz
Erhard Schmidt	Erhard Schmidt
Helmut Hasse	Helmut Hasse
Emil Wiechert	Emil Wiechert
Franz Ernst Neumann	Franz Ernst Neumann
Paul Albert Gordan	Paul Gordan
Abraham Gotthelf Kästner	Abraham Gotthelf Kästner
Lis depatman Ayiti	Haitis departement
Gunter Sachs	Gunter Sachs
Sistèm retwo-aksyon negatif	Negativ återkoppling
Woldemar Voigt	Woldemar Voigt
Pistil	Pistill
Barranquilla	Barranquilla
Obsèvatwa	Observatorium
Heike Kamerlingh Onnes	Heike Kamerlingh Onnes
John Cockcroft	John Cockcroft
Roy Jay Glauber	Roy J. Glauber
Elektwoliz	Elektrolys
Alfred Pringsheim	Alfred Pringsheim
Oscar Schlömilch	Oscar Schlömilch
Leonard Nelson	Leonard Nelson
Johann Gottlieb Friedrich von Bohnenberger	Johann Gottlieb Friedrich von Bohnenberger
Bartholomaeus Pitiscus	Bartholomaeus Pitiscus
Oskar Perron	Oskar Perron
Hans Carl Friedrich von Mangoldt	Hans von Mangoldt (matematiker)
Paul Peter Ewald	Paul Peter Ewald
Carl Wilhelm Borchardt	Karl Wilhelm Borchardt
Philipp von Jolly	Philipp von Jolly
Carl Gustav Axel Harnack	Axel Harnack (matematiker)
Heinz Prüfer	Heinz Prüfer
Jacob Theodor Klein	Jacob Theodor Klein
Johann Karl Burckhardt	Johann Karl Burckhardt
Constantin Carathéodory	Constantin Carathéodory
Carl Friedrich von Weizsäcker	Carl Friedrich von Weizsäcker
Carl Hindenburg	Carl Friedrich Hindenburg
Bil	Galla
Wolfgang Ernst Pauli	Wolfgang Pauli
Leesburg (Alabama)	Leesburg, Alabama
Holly Pond (Alabama)	Holly Pond
Sanford (Alabama)	Sanford, Alabama
Thomaston (Alabama)	Thomaston, Alabama
Moody (Alabama)	Moody, Alabama
Silverhill (Alabama)	Silverhill
Chatom (Alabama)	Chatom
Lynn (Alabama)	Lynn, Alabama
Fyffe (Alabama)	Fyffe
Pike Road (Alabama)	Pike Road, Alabama
Chelsea (Alabama)	Chelsea, Alabama
Hermann von Reichenau	Hermann av Reichenau
Stephan Cohn-Vossen	Stefan Cohn-Vossen
Fritz Noether	Fritz Noether
Leo Königsberger	Leo Königsberger
Arthur Korn	Arthur Korn
Grete Hermann	Grete Hermann
Eugen Netto	Eugen Netto
Heinrich Kayser	Heinrich Kayser
Tayiga	Tajga
Hans Georg Dehmelt	Hans G. Dehmelt
Friedrich Engel	Friedrich Engel (matematiker)
Horst Ludwig Störmer	Horst L. Störmer
Herbert Kroemer	Herbert Kroemer
Ernst August Friedrich Ruska	Ernst Ruska
Alfred Kastler	Alfred Kastler
Klaus von Klitzing	Klaus von Klitzing
Paul Koebe	Paul Koebe
Refraksyon	Refraktion
Motè elektrik	Elektrisk motor
Issai Schur	Issai Schur
Konsomatè	Konsument (biologi)
Philipp Nicodemus Frischlin	Nicodemus Frischlin
Christian Zeller	Christian Zeller
August Krönig	August Karl Krönig
Johann Gottlieb Nörremberg	Johann Gottlieb Nörrenberg
Menlo Park, Kalifòni	Menlo Park
Trinidad, Kolorado	Trinidad, Colorado
Rejyon montaye	Platå
Pierre de Fermat	Pierre de Fermat
Michael Maestlin	Michael Maestlin
Friedrich Bessel	Friedrich Wilhelm Bessel
Serebwòm	Storhjärna
Ernst Karl Abbe	Ernst Abbe
Adam Olearius	Adam Olearius
Regiomontanus	Johannes Regiomontanus
Leopold Kronecker	Leopold Kronecker
Georg Cantor	Georg Cantor
Efè Doppler	Dopplereffekt
Wolfgang Ketterle	Wolfgang Ketterle
Sistèm oktal	Oktala talsystemet
Walther Bothe	Walther Bothe
Tant (fanmi)	Tant
Richard Dedekind	Richard Dedekind
Tonton	Onkel
Carl Gustav Jacob Jacobi	Carl Gustav Jacob Jacobi
Manfred Eigen	Manfred Eigen
Felix Klein	Felix Klein
Ludwig Prandtl	Ludwig Prandtl
Johannes Georg Bednorz	J. Georg Bednorz
Wilhelm Weber	Wilhelm Eduard Weber
Christopher Clavius	Christopher Clavius
Gerd Binnig	Gerd Binnig
Johannes Hans Daniel Jensen	J. Hans D. Jensen
Max Delbrück	Max Delbrück (biofysiker)
Pavel Alekseyevich Cherenkov	Pavel Tjerenkov
Arnold Sommerfeld	Arnold Sommerfeld
Ferdinand von Lindemann	Ferdinand von Lindemann
Hermann Grassmann	Hermann Grassmann
Ehrenfried Walther von Tschirnhaus	Ehrenfried Walter von Tschirnhaus
Eduard Heine	Eduard Heine
Friedrich Schottky	Friedrich Schottky
Wilhelm Killing	Wilhelm Karl Joseph Killing
Carl Neumann	Carl Gottfried Neumann
Christoph Gudermann	Christoph Gudermann
Rudolf Lipschitz	Rudolf Lipschitz
Johann Friedrich Pfaff	Johann Friedrich Pfaff
Max Noether	Max Noether
Karl Georg Christian von Staudt	Karl von Staudt
Paul David Gustav du Bois-Reymond	Paul Du Bois-Reymond
Heinrich Weber	Heinrich Weber
Walther Kossel	Walter Kossel
Ernst Jacobsthal	Ernst Jacobsthal
Hans Schmidt	Hans Schmidt
Victor Francis Hess	Victor F. Hess
Elektwonegativite	Elektronegativitet
Pieter Zeeman	Pieter Zeeman
Rou (plant)	Gata
Mike Tyson	Mike Tyson
Ozark (Alabama)	Ozark, Alabama
Fultondale (Alabama)	Fultondale, Alabama
Valley (Alabama)	Valley, Alabama
Moulton (Alabama)	Moulton, Alabama
Hartselle (Alabama)	Hartselle, Alabama
Midfield (Alabama)	Midfield, Alabama
Muscle Shoals (Alabama)	Muscle Shoals, Alabama
Southside (Alabama)	Southside, Alabama
Phenix City (Alabama)	Phenix City
Centreville (Alabama)	Centreville, Alabama
Hueytown (Alabama)	Hueytown
Saraland (Alabama)	Saraland, Alabama
Enterprise (Alabama)	Enterprise, Alabama
Marion, Arkansas	Marion, Arkansas
Lanett (Alabama)	Lanett, Alabama
Robertsdale (Alabama)	Robertsdale, Alabama
Foley (Alabama)	Foley, Alabama
Attalla (Alabama)	Attalla
Roanoke (Alabama)	Roanoke, Alabama
Pinson (Alabama)	Pinson, Alabama
Oxford (Alabama)	Oxford, Alabama
Oneonta (Alabama)	Oneonta, Alabama
Greenville (Alabama)	Greenville, Alabama
Clanton (Alabama)	Clanton, Alabama
Delta Junction (Alaska)	Delta Junction
Benton, Arkansas	Benton, Arkansas
Mountain Home, Arkansas	Mountain Home, Arkansas
Paragould, Arkansas	Paragould
Gadsden (Alabama)	Gadsden, Alabama
Demopolis (Alabama)	Demopolis, Alabama
Ashville (Alabama)	Ashville, Alabama
Sand Point (Alaska)	Sand Point
Blytheville, Arkansas	Blytheville
Lowell, Arkansas	Lowell, Arkansas
Forrest City, Arkansas	Forrest City, Arkansas
Arab (Alabama)	Arab, Alabama
De Queen, Arkansas	De Queen, Arkansas
Jacksonville (Alabama)	Jacksonville, Alabama
Daleville (Alabama)	Daleville, Alabama
Newport, Arkansas	Newport, Arkansas
Berryville, Arkansas	Berryville, Arkansas
Monticello, Arkansas	Monticello, Arkansas
Kenai (Alaska)	Kenai
Cabot, Arkansas	Cabot, Arkansas
Russellville, Arkansas	Russellville, Arkansas
Jackson (Alabama)	Jackson, Alabama
Bryant, Arkansas	Bryant, Arkansas
Bullhead City, Arizona	Bullhead City
Wetumpka (Alabama)	Wetumpka
El Mirage, Arizona	El Mirage, Arizona
Lake Havasu City, Arizona	Lake Havasu City
Centerton, Arkansas	Centerton, Arkansas
Litchfield Park, Arizona	Litchfield Park, Arizona
Texarkana, Arkansas	Texarkana, Arkansas
Athens (Alabama)	Athens, Alabama
Alma, Arkansas	Alma, Arkansas
Homer (Alaska)	Homer, Alaska
Farmington, Arkansas	Farmington, Arkansas
White Hall, Arkansas	White Hall, Arkansas
Camden, Arkansas	Camden, Arkansas
Avondale, Arizona	Avondale
Irondale (Alabama)	Irondale, Alabama
Goodyear, Arizona	Goodyear, Arizona
Antikò	Antikropp
Daphne (Alabama)	Daphne, Alabama
Hamilton (Alabama)	Hamilton, Alabama
Cottonwood, Arizona	Cottonwood, Arizona
Arkadelphia, Arkansas	Arkadelphia
Clay (Alabama)	Clay, Alabama
Anniston (Alabama)	Anniston
Somerton, Arizona	Somerton, Arizona
Sylacauga (Alabama)	Sylacauga, Alabama
Pelham (Alabama)	Pelham, Alabama
Cullman (Alabama)	Cullman
El Dorado, Arkansas	El Dorado, Arkansas
La Fayette (Alabama)	La Fayette, Alabama
Monroeville (Alabama)	Monroeville, Alabama
Rogers, Arkansas	Rogers
Helena (Alabama)	Helena, Alabama
Fairhope (Alabama)	Fairhope, Alabama
Prattville (Alabama)	Prattville, Alabama
Dothan (Alabama)	Dothan
Dardanelle, Arkansas	Dardanelle
Sibstans	Kemikalier
Fort Smith, Arkansas	Fort Smith
Columbiana (Alabama)	Columbiana, Alabama
Pleasant Grove (Alabama)	Pleasant Grove, Alabama
Maumelle, Arkansas	Maumelle, Arkansas
Montevallo (Alabama)	Montevallo, Alabama
Satsuma (Alabama)	Satsuma, Alabama
Guntersville (Alabama)	Guntersville, Alabama
Magnolia, Arkansas	Magnolia, Arkansas
Mena, Arkansas	Mena, Arkansas
Sheffield (Alabama)	Sheffield, Alabama
Scottsboro (Alabama)	Scottsboro, Alabama
Tuscaloosa (Alabama)	Tuscaloosa
Pell City (Alabama)	Pell City
Lincoln (Alabama)	Lincoln, Alabama
Orange Beach (Alabama)	Orange Beach, Alabama
Tuscumbia (Alabama)	Tuscumbia, Alabama
Cordova (Alaska)	Cordova, Alaska
Prichard (Alabama)	Prichard, Alabama
Brewton (Alabama)	Brewton, Alabama
Elaine, Arkansas	Elaine, Arkansas
Glencoe (Alabama)	Glencoe, Alabama
Fairbanks (Alaska)	Fairbanks
Tarrant (Alabama)	Tarrant, Alabama
Crossett, Arkansas	Crossett, Arkansas
Eufaula (Alabama)	Eufaula, Alabama
Fort Payne (Alabama)	Fort Payne, Alabama
Hamburg, Arkansas	Hamburg, Arkansas
Warren, Arkansas	Warren, Arkansas
Alexander City, Alabama	Alexander City
Gulf Shores (Alabama)	Gulf Shores, Alabama
Benson, Arizona	Benson, Arizona
Millbrook (Alabama)	Millbrook, Alabama
Albertville, Alabama	Albertville, Alabama
Gardendale (Alabama)	Gardendale, Alabama
Sherwood, Arkansas	Sherwood
Atmore (Alabama)	Atmore, Alabama
Batesville, Arkansas	Batesville, Arkansas
Trussville (Alabama)	Trussville, Alabama
Malvern, Arkansas	Malvern, Arkansas
Vestavia Hills (Alabama)	Vestavia Hills, Alabama
Van Buren, Arkansas	Van Buren, Arkansas
Homewood (Alabama)	Homewood
Searcy, Arkansas	Searcy
Rainbow City (Alabama)	Rainbow City, Alabama
Opp (Alabama)	Opp, Alabama
Whittier (Alaska)	Whittier, Alaska
Kaktovik (Alaska)	Kaktovik
Tuskegee (Alabama)	Tuskegee
Bisbee, Arizona	Bisbee, Arizona
Fairfield (Alabama)	Fairfield, Alabama
Springdale, Arkansas	Springdale, Arkansas
Winslow, Arizona	Winslow, Arizona
Auburn (Alabama)	Auburn, Alabama
Kingman, Arizona	Kingman, Arizona
Florence (Alabama)	Florence, Alabama
Plasma (biyoloji)	Blodplasma
Decatur (Alabama)	Decatur, Alabama
Oligachi	Oligarki
Jasper (Alabama)	Jasper, Alabama
Safford, Arizona	Safford, Arizona
Bay Minette (Alabama)	Bay Minette, Alabama
Nogales, Arizona	Nogales, Arizona
Sitka (Alaska)	Sitka
Barrow (Alaska)	Barrow, Alaska
Kotzebue (Alaska)	Kotzebue
Mountain Brook (Alabama)	Mountain Brook, Alabama
St. Johns, Arizona	St. Johns, Arizona
Yuma, Arizona	Yuma
Globe, Arizona	Globe, Arizona
Apache Junction, Arizona	Apache Junction
Van solè	Solvind
Flagstaff, Arizona	Flagstaff
Stuttgart, Arkansas	Stuttgart, Arkansas
Palmer (Alaska)	Palmer, Alaska
Conway, Arkansas	Conway, Arkansas
Boaz (Alabama)	Boaz, Alabama
Huntsville (Alabama)	Huntsville, Alabama
Troy (Alabama)	Troy, Alabama
Birmingham (Alabama)	Birmingham, Alabama
Leeds (Alabama)	Leeds, Alabama
Northport (Alabama)	Northport, Alabama
Kòlè	Vrede
Tombstone, Arizona	Tombstone, Arizona
Mobile (Alabama)	Mobile
Maricopa, Arizona	Maricopa, Arizona
Douglas, Arizona	Douglas, Arizona
Casa Grande, Arizona	Casa Grande, Arizona
Sierra Vista, Arizona	Sierra Vista
Belleville, Ilinwa	Belleville, Illinois
South Tucson, Arizona	South Tucson, Arizona
Tolleson, Arizona	Tolleson, Arizona
Sitoplas	Cytoplasma
North Little Rock, Arkansas	North Little Rock
Holbrook, Arizona	Holbrook, Arizona
Seward (Alaska)	Seward
Clarksville, Arkansas	Clarksville, Arkansas
Retikilòm andoplasmik	Endoplasmatiska nätverket
Russellville (Alabama)	Russellville, Alabama
Prescott, Arizona	Prescott
Alabaster, Alabama	Alabaster, Alabama
Page, Arizona	Page, Arizona
Selma (Alabama)	Selma, Alabama
Calera (Alabama)	Calera, Alabama
Spanish Fort (Alabama)	Spanish Fort, Alabama
Hoover (Alabama)	Hoover, Alabama
Wasilla (Alaska)	Wasilla
Bessemer (Alabama)	Bessemer, Alabama
Talladega (Alabama)	Talladega
Unalaska (Alaska)	Unalaska
Kodiak (Alaska)	Kodiak
25 (nonm)	25 (tal)
Madison (Alabama)	Madison, Alabama
24 (nonm)	24 (tal)
Beebe, Arkansas	Beebe
Kouch ozòn	Ozonlagret
Nome (Alaska)	Nome, Alaska
60 (nonm)	60 (tal)
Childersburg (Alabama)	Childersburg
Foujè	Ormbunksväxter
Pine Bluff, Arkansas	Pine Bluff
Siloam Springs, Arkansas	Siloam Springs, Arkansas
Bethel (Alaska)	Bethel, Alaska
Chadèk	Pompelmus
Ewozyon	Erosion
Osceola, Arkansas	Osceola, Arkansas
Valdez (Alaska)	Valdez
Sedona, Arizona	Sedona
Ozark, Arkansas	Ozark, Arkansas
West Memphis, Arkansas	West Memphis
Pocahontas, Arkansas	Pocahontas, Arkansas
Chickasaw (Alabama)	Chickasaw, Alabama
Coolidge, Arizona	Coolidge, Arizona
Eloy, Arizona	Eloy, Arizona
Opelika (Alabama)	Opelika, Alabama
Pye lalwa	Äkta aloe
Syans imèn	Humaniora
Center Point (Alabama)	Center Point, Alabama
Selil elektwochimik	Elektrokemisk cell
Trumann, Arkansas	Trumann, Arkansas
Greenwood, Arkansas	Greenwood, Arkansas
Kivalina (Alaska)	Kivalina
Wynne, Arkansas	Wynne, Arkansas
Dandwokwonoloji	Dendrokronologi
Joseph-Louis Lagrange	Joseph Louis Lagrange
Boutèy	Flaska
Tamaren	Tamarind
Seliloz	Cellulosa
Pericles	Perikles
Mangous	Manguster
Shreveport, Lwizyana	Shreveport
Kalalou	Okra
Alèl	Allel
Sikui entegre	Integrerad krets
Lingua franca	Lingua franca
Adenozin trifosfat	Adenosintrifosfat
James Chadwick	James Chadwick
Donald Arthur Glaser	Donald A. Glaser
Dejne	Frukost
Gran-moun	Vuxen
Retorik	Retorik
Plim	Fjäder (biologi)
Sik dlo	Vattnets kretslopp
Henri Poincaré	Henri Poincaré
Polimè	Polymer
Sistèm desimal	Decimala talsystemet
Epina	Spenat
Melon frans	Melon
Fòd Fwans	Fort-de-France
Montay plwaye	Veckning
Assassin	Attentat
Charles-Augustin de Coulomb	Charles-Augustin de Coulomb
Hillsboro, Oregon	Hillsboro, Oregon
Chini	Fjärilslarv
Gresham, Oregon	Gresham
Beaverton, Oregon	Beaverton
Kanivò	Köttätare
Fouchèt	Gaffel
Kiyè	Sked
Alotwopi	Allotropi
Doulè	Smärta
Kòn	Horn (utskott)
Temuco	Temuco
Katalizè	Katalys
К	К
П	П
Leon Cooper	Leon Cooper
Fwotman	Friktion
И	И
Felipe Massa	Felipe Massa
Oksidasyon	Redox
Manton	Haka
Non	Egennamn
Akoustik	Akustik
Tradisyon	Tradition
Sistèm ekzadesimal	Hexadecimala talsystemet
Politisyen	Politiker
Chif	Siffra
Egzagòn	Hexagon
911 (menm non)	911 (olika betydelser)
Manyòk dous	Maniok
Fòmil chimik	Kemisk formel
Lwa koulon	Coulombs lag
Srinivasa Ramanujan	Srinivasa Aiyangar Ramanujan
Miskad	Muskotsläktet
Idwosfè	Hydrosfären
Leti	Sallat
26 (nonm)	26 (tal)
Litosfè	Litosfär
Lord Rayleigh	John Strutt, 3:e baron Rayleigh
Sourit	Husmus
Angrè	Gödsel
Louis-Victor de Broglie	Louis de Broglie
Pous (anatomi)	Tumme
Seyismolog	Seismologi
Kaza	Kvasar
Wonm	Rom (spritdryck)
Ba Don	Ba Don
Izin	Fabrik
Pyè presye	Ädelsten
Altewofili	Tyngdlyftning
Jezè	Gejser
Afeli	Apsis
Aleksandr Prokhorov	Aleksandr M. Prochorov
Nikolay Basov	Nikolaj G. Basov
Savannah, Georgie	Savannah, Georgia
Orange Cove, Kalifòni	Orange Cove, Kalifornien
Sik menstriyèl	Menstruationscykeln
Krikèt	Gräshoppor
Tib katodik	Katodstrålerör
Misk kadyak	Hjärtmuskulatur
Paul Ehrenfest	Paul Ehrenfest
Fritjof Capra	Fritjof Capra
Christian Doppler	Christian Doppler
Georg von Peuerbach	Georg Peurbach
Ludwig Boltzmann	Ludwig Boltzmann
Luca Pacioli	Luca Pacioli
Johannes Praetorius	Johann Richter
Leslie Lamport	Leslie Lamport
Alonzo Church	Alonzo Church
John Backus	John Backus
Claude Shannon	Claude Shannon
Daniel Bernstein	Daniel J. Bernstein
Stephen Altschul	Stephen Altschul
Herman Goldstine	Herman Heine Goldstine
Divòs	Skilsmässa
Tilip	Tulpansläktet
Documentaries	Dokumentärfilm
Syanobakteri	Cyanobakterier
Sugar Land, Texas	Sugar Land
Otto Frisch	Otto Robert Frisch
Johann Loschmidt	Johann Josef Loschmidt
Georg Joachim Rheticus	Georg Rheticus
Ernst Mach	Ernst Mach
Greeley, Kolorado	Greeley, Colorado
Waukesha, Wisconsin	Waukesha
Appleton, Wisconsin	Appleton, Wisconsin
Zorye	Kudde
Liv (mezi)	Pund (viktenhet)
Awòt	Aorta
Distilasyon	Destillation
Plakèt	Trombocyt
Albedo	Albedo
Pwotozoyè	Urdjur
Nonm mas	Masstal
Mouvman rastafari	Rastafari
Estè	Estrar
Benoît Mandelbrot	Benoît Mandelbrot
Peryòd (chimi)	Periodiska systemets perioder
Gonore	Gonorré
Eksperyans	Experiment
Biyòm	Biom
Ronald Ross	Ronald Ross
Fliyid	Fluid
Epò senozoyik	Kenozoikum
Evangelista Torricelli	Evangelista Torricelli
Abreviyasyon	Förkortning
Minrè	Malm
Etamin	Ståndare
Idwoliz	Hydrolys
Kapilè	Kapillär
Omeyostazi	Homeostas
Solid amòf	Amorf struktur
Patikil alfa	Alfastrålning
Patikil beta	Betastrålning
Antijèn	Antigen
Peter Debije	Peter Debye
Aage Niels Bohr	Aage N. Bohr
Fenotip	Fenotyp
Urbain Le Verrier	Urbain Jean Joseph Leverrier
Presesyon	Precession
Andrew Huxley	Andrew Fielding Huxley
Plèn lin	Fullmåne
Kolonèl	Överste
Simon van der Meer	Simon van der Meer
Liminozite	Luminositet
Jenotip	Genotyp
Episant	Epicentrum
Saul Perlmutter	Saul Perlmutter
Mak	Markusevangeliet
Klivaj	Spaltning
Rosalyn Yalow	Rosalyn Yalow
Lars Onsager	Lars Onsager
Hugh David Politzer	H. David Politzer
Sant (jewoloji)	Hypocentrum
Elektwon valans	Valenselektron
Martin Lewis Perl	Martin L. Perl
Norman Foster Ramsey	Norman F. Ramsey
Sheldon Lee Glashow	Sheldon Glashow
Herbert Hauptman	Herbert Hauptman
Ben Roy Mottelson	Ben R. Mottelson
Leonid Kantorovich	Leonid Kantorovitj
Frank Wilczek	Frank Wilczek
Ponpye	Brandman
Pwopriyete fizik	Storhet
Trene	Streckfärg
Vektè byolojik	Vektor (epidemiologi)
Leyon (jewoloji)	Eon (geologi)
Estratosfè	Stratosfär
Jimmy Cliff	Jimmy Cliff
Chemine	Vulkankrater
Dixon, Ilinwa	Dixon, Illinois
Presipite	Utfällning
Sistèm seksajezimal	Sexagesimala talsystemet
Camagüey, Kiba	Camagüey
Ciego de Ávila, Kiba	Ciego de Ávila
Madhava of Sangamagrama	Madhava av Sangamagrama
Santiago de Cuba, Kiba	Santiago de Cuba
Arawak	Arawak
Grigori Perelman	Grigorij Perelman
Pacific Grove, Kalifòni	Pacific Grove, Kalifornien
Meridian, Mississippi	Meridian, Mississippi
Aployid	Ploiditet
Tranche soumaren	Djuphavsgrav
Eripsyon solèy	Flare
Salem, Ilinwa	Salem, Illinois
Klòn	Kloning
Senbyoz	Symbios
Onn tanpèt	Stormflod
Franse	Fransmän
Crest Hill, Ilinwa	Crest Hill
Mitoloji women	Romersk mytologi
Karl Alexander Müller	K. Alexander Müller
Florian Cajori	Florian Cajori
Daniel Bernoulli	Daniel Bernoulli
Inèsi	Tröghet
Eau Claire, Wisconsin	Eau Claire, Wisconsin
Sistèm nimewotasyon	Talsystem
Womaren	Rosmarin
William Thomson	William Thomson Kelvin
Dziecinów	Dziecinów
Johann Jakob Balmer	Johann Jakob Balmer
Johann Heinrich Lambert	Johann Heinrich Lambert
Felix Bloch	Felix Bloch
Charles Édouard Guillaume	Charles Édouard Guillaume
Heinrich Rohrer	Heinrich Rohrer
Americus, Georgie	Americus, Georgia
Jacques Charles François Sturm	Charles Sturm
Ekstenksyon	Utdöd
Asid nikleyik	Nukleinsyra
Charlottesville, Vijini	Charlottesville
Siprakondiktè	Supraledare
Kouran altènatif (AC)	Växelström
Kondiktè	Elektrisk ledare
Mayitid aparan	Skenbar magnitud
Kara	Kara (musikgrupp)
Lasi	Vax
Sous	Vattenkälla
Jadinay	Trädgårdsskötsel
Nip	Nippes (Haiti)
Alburgh, Vermont	Alburg
St. Helena, Kalifòni	St. Helena, Kalifornien
Mount Pleasant, Texas	Mount Pleasant, Texas
Ledyard, Connecticut	Ledyard
Aloès	Aloesläktet
Newfane, Vermont	Newfane
Albert Abraham Michelson	Albert Abraham Michelson
Fekondasyon	Befruktning
Lank	Bläck
Taunton, Massachusetts	Taunton, Massachusetts
Pentagòn	Pentagon
Beverly Hills, Kalifòni	Beverly Hills
Lyezon kovalan	Kovalent bindning
Arthur Compton	Arthur Compton
Izomè	Isomeri
Kò gra	Fett
Enèji jeyotèmik	Geotermisk energi
Dinamik	Dynamik (mekanik)
Syracuse, New York	Syracuse, New York
Yonkers, New York	Yonkers
Niagara Falls, New York	Niagara Falls, New York
Killeen, Texas	Killeen
Waco, Texas	Waco, Texas
Carrollton, Texas	Carrollton, Texas
Frisco, Texas	Frisco
Beaumont, Texas	Beaumont, Texas
Abilene, Texas	Abilene, Texas
Denton, Texas	Denton, Texas
Midland, Texas	Midland, Texas
Round Rock, Texas	Round Rock
Wichita Falls, Texas	Wichita Falls
Odessa, Texas	Odessa, Texas
Richardson, Texas	Richardson, Texas
Zangi	Ålartade fiskar
Pawa selilè	Cellvägg
Viskozite	Viskositet
Hidetoshi Nakata	Hidetoshi Nakata
John Forbes Nash	John Forbes Nash
Lafayette, Lwizyana	Lafayette, Louisiana
Michaëlle Jean	Michaëlle Jean
Enèji byomas	Biobränsle
Phoenix	Phoenix (rymdsond)
Nikolai Lobachevsky	Nikolaj Lobatjevskij
Kalòj	Bur
Lav (ensèk)	Larv
Kouran sifas	Havsström
Kwis	Lår
Harold Scott MacDonald Coxeter	H.S.M. Coxeter
Fillmore, Utah	Fillmore, Utah
Monticello, Utah	Monticello, Utah
Robert Hofstadter	Robert Hofstadter
Kokliko	Kornvallmo
Lafimen	Rök
Sigal	Cikador
Kalori	Kalori
Robert Andrews Millikan	Robert A. Millikan
Sèvèl	Lillhjärnan
Replikasyon ADN	Replikation
Premye meridyen	Nollmeridian
Wou	Hacka
IMMAGINE&POESIA	Immagine & Poesia
Imigrasyon	Invandring
Sioux Falls, Dakota disid	Sioux Falls
Liy entènasyonal chanjman dat	Datumgränsen
Ototwòf	Autotrofi
Pak (trete)	Traktat
Fèm (non)	Gård
Anbriyoloji	Embryologi
Sèvyèt	Handduk
Prens la	Fursten
Johannes Diderik van der Waals	Johannes Diderik van der Waals
William Lawrence Bragg	Lawrence Bragg
Henry Cavendish	Henry Cavendish
Maladi kontajye	Infektionssjukdom
Moutad	Senap
Siblimasyon	Sublimering
Hanover, New Hampshire	Hanover, New Hampshire
Kle	Nyckel
Sen Mak (komin)	Saint-Marc
Branchi	Gälar
Robert Oppenheimer	Robert Oppenheimer
Mikwoskòp elektwonik	Elektronmikroskop
Sikui elektrik	Elektrisk krets
Saint-John Perse	Saint-John Perse
Evaporasyon	Avdunstning
Gout	Gikt
Sonar	Sonar
Clinton Davisson	Clinton Davisson
Mitoz	Mitos
Gabriel Jonas Lippmann	Gabriel Lippmann
Reyaksyon konbistyon	Förbränning
Lev Davidovich Landau	Lev Landau
Do	Rygg
Aprantisaj	Studieteknik
William Henry Bragg	William Bragg (fysiker)
George Paget Thomson	George Paget Thomson
Difraksyon	Diffraktion
Jean Baptiste Perrin	Jean Baptiste Perrin
І	І
Polo	Hästpolo
Tij	Stjälk
Senti	Bälte (kläddetalj)
Aticho	Kronärtskocka
Polinizasyon	Pollinering
Plato kontinantal	Kontinentalsockel
Byojenèz	Biogenes
Springfield, Missouri	Springfield, Missouri
Lyann dous	Ipomoea violacea
Galveston, Texas	Galveston
Cherry Hills Village, Kolorado	Cherry Hills Village, Colorado
Entèferans	Interferens (vågrörelse)
Derby, Kansas	Derby, Kansas
Abingdon, Vijini	Abingdon, Virginia
Elizabeth, New Jersey	Elizabeth, New Jersey
New Brunswick, New Jersey	New Brunswick, New Jersey
Camden, New Jersey	Camden, New Jersey
