Aprika	Afrika
79 BC	79 f.Kr.
61 BC	61 f.Kr.
Manmohan Singh	Manmohan Singh
Dasol, Pangasinan	Dasol
Rosa Parks	Rosa Parks
Infanta, Pangasinan	Infanta (Pangasinan)
Mga Nakabiting Hardin ng Babilonya	Babylons hängande trädgårdar
50 BC	50 f.Kr.
Labrador, Pangasinan	Labrador (Pangasinan)
Ailurus fulgens	Kattbjörn
Pederal na Distrito ng Ural	Uraliska federala distriktet
Laoac, Pangasinan	Laoac
Mataas na Austria	Oberösterreich
Malayong Silangang Pederal na Distrito	Fjärran österns federala distrikt
Pyatigorsk	Pjatigorsk
Mga Monggol	Mongoler
Lingayen, Pangasinan	Lingayen
Distritong Pederal ng Siberya	Sibiriska federala distriktet
Democritus	Demokritos
Mabini, Pangasinan	Mabini (Pangasinan)
Malasiqui, Pangasinan	Malasiqui
Ilog Mosa	Maas
Shelekhov	Sjelechov
Plamengko	Flamingoer
Tachyon	Takyon
Mangaldan, Pangasinan	Mangaldan
Hadji Mohammad Ajul, Basilan	Hadji Mohammad Ajul
Al-Barka, Basilan	Al-Barka
Mangatarem, Pangasinan	Mangatarem
Araling pang-Hudyo	Judaistik
Mga Halamanan ng Lungsod ng Batikano	Vatikanträdgårdarna
Salot na Itim	Digerdöden
Mapandan, Pangasinan	Mapandan
Soberaniya	Suveränitet
Natividad, Pangasinan	Natividad
Pozorrubio, Pangasinan	Pozorrubio
Justiniano II	Justinianus II
Rosales, Pangasinan	Rosales (Pangasinan)
San Fabian, Pangasinan	San Fabian
San Jacinto, Pangasinan	San Jacinto (Pangasinan)
San Manuel, Pangasinan	San Manuel (Pangasinan)
Aklat ng Pahayag	Uppenbarelseboken
Shamanismo	Schamanism
San Nicolas, Pangasinan	San Nicolas (Pangasinan)
San Quintin, Pangasinan	San Quintin
Hyaenidae	Hyenor
Star Wars Episode III: Revenge of the Sith	Star Wars: Episod III – Mörkrets hämnd
Esfahān	Esfahan
Santa Maria, Pangasinan	Santa Maria (Pangasinan)
Gangneung	Gangneung
Geoje	Geoje
399 BC	399 f.Kr.
Gyeongsan	Gyeongsan
Gyeryong	Gyeryong
Goyang	Goyang
Gongju	Gongju
Gwacheon	Gwacheon
Gwangmyeong	Gwangmyeong
Gwangyang	Gwangyang
Gwangju, Gyeonggi	Gwangju, Gyeonggi
Disyerto ng Gobi	Gobiöknen
Guri	Guri
Gumi	Gumi
Gunsan	Gunsan
Gunpo	Gunpo
Gimje	Gimje
Gimcheon	Gimcheon
Gimpo	Gimpo
Gimhae	Gimhae
Naju	Naju
Namyangju	Namyangju
Namwon	Namwon
Nonsan	Nonsan
Dongducheon	Dongducheon
Lungsod ng Donghae	Donghae
Mokpo	Mokpo
Mungyeong	Mungyeong
Miryang	Miryang
Gyeongju	Gyeongju
Boryeong	Boryeong
Bucheon	Bucheon
Sacheon	Sacheon
Denzel Washington	Denzel Washington
Samcheok	Samcheok
Seosan	Seosan
Seongnam	Seongnam
Sokcho	Sokcho
Suncheon	Suncheon
Siheung	Siheung
Asan	Asan
Andong	Andong
Ansan	Ansan
Anseong	Anseong
Anyang, Gyeonggi	Anyang, Sydkorea
Yangsan	Yangsan
Yangju	Yangju
Yeosu	Yeosu
Yeongju	Yeongju
Yeongcheon	Yeongcheon
Osan	Osan
Wonju	Wonju
Uiwang	Uiwang
Uijeongbu	Uijeongbu
Icheon	Icheon
Iksan	Iksan
Pagkamamamayan	Medborgarskap
Jeonju	Jeonju
Jeongeup	Jeongeup
Lungsod ng Jeju	Jeju (stad)
Jecheon	Jecheon
Jinju	Jinju
Cheonan	Cheonan
Cheongju	Cheongju
Chuncheon	Chuncheon
Taebaek	Taebaek
Tongyeong	Tongyeong
Paju	Paju
Pyeongtaek	Pyeongtaek
Pocheon	Pocheon
Pohang	Pohang
Hanam	Hanam
Hwaseong	Hwaseong
Sangju	Sangju
Puwit	Stjärt
Pangalawang Pangulo	Vicepresident
Palasyong Buckingham	Buckingham Palace
82 BK	82 f.Kr.
Abel Tasman	Abel Tasman
Hainan	Hainan
Aba Ginoong Maria	Ave Maria
Lahing Bandalo	Vandaler
149 BC	149 f.Kr.
101 BC	101 f.Kr.
Pinyin	Pinyin
Mel Gibson	Mel Gibson
Karit (isang kamay)	Skära
Linggo ng Palaspas	Palmsöndagen
Agwas	Multfiskar
Pananaliksik	Forskning
Mirante do Vale	Mirante do Vale
Google Earth	Google Earth
FTP	File Transfer Protocol
Palumpong	Buske
Bernhard Riemann	Bernhard Riemann
Luwad	Lera
Richard I ng Inglatera	Rikard I Lejonhjärta
Sebastian Vettel	Sebastian Vettel
Kapuluang Channel	Kanalöarna
40 (bilang)	40 (tal)
Papa Pio XI	Pius XI
Lana	Ull
Martin Weinek	Martin Weinek
Balisuso	Kon
83 BK	83 f.Kr.
92 BC	92 f.Kr.
93 BC	93 f.Kr.
94 BC	94 f.Kr.
78 BC	78 f.Kr.
Pista ng Pelikula sa Cannes	Filmfestivalen i Cannes
Nebula	Nebulosa
Universal Serial Bus	Universal Serial Bus
Kakaw	Kakao
Gansu	Gansu
Andrea Bocelli	Andrea Bocelli
Ingles (grupong etniko)	Engelsmän
Evo Morales	Evo Morales
Taliban	Taliban
66 BC	66 f.Kr.
Corsico	Corsico
85 BK	85 f.Kr.
Suzzara	Suzzara
89 BK	89 f.Kr.
72 BC	72 f.Kr.
73 BC	73 f.Kr.
Watawat ng Polonya	Polens flagga
68 BC	68 f.Kr.
Sheffield	Sheffield
75 BC	75 f.Kr.
York	York
Moto	Valspråk
Buno	Brottning
Asterix	Asterix
Katy Perry	Katy Perry
Barcellona Pozzo di Gotto	Barcellona Pozzo di Gotto
Mababang Austria	Niederösterreich
Ang Simbahan ni Jesucristo ng mga Banal sa mga Huling Araw	Jesu Kristi Kyrka av Sista Dagars Heliga
H. G. Wells	H.G. Wells
Kartograpiya	Kartografi
Abo (kulay)	Grå
Karang	Atoll
Pampalasa	Krydda
Kabihasnan sa Lambak ng Indus	Induskulturen
Luyang-dilaw	Gurkmeja
Lama glama	Lama
Felis silvestris lybica	Falbkatt
Keira Knightley	Keira Knightley
Siko	Armbågsled
Akbar, Basilan	Akbar (Basilan)
Magenta, Italy	Magenta, Italien
Felinae	Felinae
Pari	Präst
Amenhotep III	Amenhotep III
Deuteronomio	Femte Moseboken
Hibrido	Hybrid (biologi)
Suzhou	Suzhou
Felis chaus	Djungelkatt
Prionailurus bengalensis	Leopardkatt
Wenzhou	Wenzhou
Wuxi	Wuxi
Huzhou	Huzhou
Shaoxing	Shaoxing
Frank Gorshin	Frank Gorshin
Bubalus bubalis	Vattenbuffel
Saint-Étienne	Saint-Étienne
Olympia, Washington	Olympia, Washington
Tsinong Han	Hankineser
Rita Hayworth	Rita Hayworth
Palikir	Palikir
Iskandalong Watergate	Watergateaffären
Biyospero	Biosfär
Kunshan	Kunshan
Johnny Cash	Johnny Cash
Abbiategrasso	Abbiategrasso
Ningbo	Ningbo
Legnano	Legnano
Audrey Hepburn	Audrey Hepburn
Solferino	Solferino
Arese	Arese
Manati	Manater
Borobudur	Borobudur
30 (bilang)	30 (tal)
Papa Gregorio I	Gregorius I
Kanlurang Imperyong Romano	Västromerska riket
Leif Erikson	Leif Eriksson
Paliparang Pandaigdig ng Long Thanh	Long Thanh Internationell flygplats
Depresyon	Depression
Datos	Data (representation)
Propeta	Profet
Saranggola	Drake (leksak)
Orientalismo	Orientalism
Nicolas Cage	Nicolas Cage
Tyrol (estado)	Tyrolen (delstat)
Papa Clemente I	Clemens I
Castiglione delle Stiviere	Castiglione delle Stiviere
Krishna	Krishna
201 BC	201 f.Kr.
202 BC	202 f.Kr.
Ligang Hanseatiko	Hansan
Mutasyon	Mutation
Nirvana	Nirvana
Dustin Hoffman	Dustin Hoffman
Melegnano	Melegnano
Kubismo	Kubism
Digmaang Troya	Trojanska kriget
Agra	Agra
Dingding	Mur
Thor	Tor
Harbin	Harbin
Langis	Olja
Balaklaot	Monsun
Golda Me’ir	Golda Meir
Orkestra	Orkester
146 BC	146 f.Kr.
Animismo	Animism
Sesto San Giovanni	Sesto San Giovanni
Cinisello Balsamo	Cinisello Balsamo
Linta	Iglar
Sabbioneta	Sabbioneta
Pananalapi (pinansiyal)	Finans
1000 (bilang)	1000 (tal)
Lainate	Lainate
Edwin Hubble	Edwin Hubble
356 BC	356 f.Kr.
Desmond Tutu	Desmond Tutu
Castel Goffredo	Castel Goffredo
Inhenyeriyang elektriko	Elektroteknik
Demi Moore	Demi Moore
Bambi	Bambi (film)
Kapangyarihang Aksis	Axelmakterna
Tagtuyot	Torka
Arsoduke Franz Ferdinand ng Austria	Franz Ferdinand
Palabaybayan	Ortografi
Aklat ng mga Bilang	Fjärde Moseboken
Kashmir	Kashmir
Boson	Boson
Zambezi	Zambezi
Diocleciano	Diocletianus
Reperendum	Folkomröstning
Aikido	Aikido
Santo	Helgon
Wikipedia:Mga malimit itanong	Wikipedia:Vanliga frågor
Kevin Rudd	Kevin Rudd
Giurtelecu Şimleului	Giurtelecu Șimleului
.cx	.cx
Santo Tomas, Pangasinan	Santo Tomas (Pangasinan)
Sison, Pangasinan	Sison
Sarah Palin	Sarah Palin
Sual, Pangasinan	Sual
Tayug, Pangasinan	Tayug
Umingan, Pangasinan	Umingan
Urbiztondo, Pangasinan	Urbiztondo
Villasis, Pangasinan	Villasis
Alaminos, Pangasinan	Alaminos
San Carlos, Pangasinan	San Carlos City, Pangasinan
Urdaneta	Urdaneta
Buwaya	Krokodiler
Yungib ng Thien Duong	Thien Duong
Ingkisisyon	Inkvisitionen
Basco, Batanes	Basco
Eratostenes	Eratosthenes
Seguro	Försäkring
Juanes	Juanes
110 BK	110 f.Kr.
Yunnan	Yunnan
Cincinnati, Ohio	Cincinnati
Omaha, Nebraska	Omaha, Nebraska
Biseksuwalidad	Bisexualitet
Clint Eastwood	Clint Eastwood
Burgenland	Burgenland
Epikurus	Epikuros
106 BK	106 f.Kr.
Organisasyon	Organisation
Poaceae	Gräs
480 BC	480 f.Kr.
Paro ng Alehandriya	Fyrtornet på Faros
Ingrid Bergman	Ingrid Bergman
Morpema	Morfem
Sophia Loren	Sophia Loren
Polinomial	Polynom
Abot-tanaw	Horisont
Tundra	Tundra
Mga kasakupang pederal ng Rusya	Rysslands federationssubjekt
Morabya	Mähren
The Jackson 5	The Jackson 5
Charles, Prinsipe ng Wales	Prins Charles, prins av Wales
331 BC	331 f.Kr.
Talmud	Talmud
Sultan	Sultan
Villeneuve-d’Ascq	Villeneuve-d'Ascq
Pulo ng Wake	Wake
Time	Time (tidskrift)
Fresno, California	Fresno
Malcolm X	Malcolm X
200 BC	200 f.Kr.
Salzburg (estado)	Land Salzburg
Pompeya	Pompeji
Basalto	Basalt
Awiting-bayan	Folkmusik
Rumi	Jalal al-din Rumi
Aristophanes	Aristofanes
Harry Potter and the Philosopher's Stone	Harry Potter och de vises sten
Uwak	Corvus
CBS	CBS
Plymouth	Plymouth
Robert Boyle	Robert Boyle
San Andres	Andreas (apostel)
Ekshibisyonismo	Exhibitionism
Shandong	Shandong
Labindalawang alagad	Kristendomens apostlar
Pang-aabusong seksuwal	Sexuellt övergrepp
Sawsaw	Barrpress
Richmond, Virginia	Richmond, Virginia
Esopo	Aisopos
322 BC	322 f.Kr.
336 BC	336 f.Kr.
Justin Timberlake	Justin Timberlake
Perlas	Pärla
Alupihan	Enkelfotingar
Creative Commons	Creative Commons
Itbayat, Batanes	Itbayat
Ivana, Batanes	Ivana
Etnolohiya	Etnologi
Mahatao, Batanes	Mahatao
Ferdowsi	Ferdousi
Sabtang, Batanes	Sabtang
Indotsina	Indokina
Uyugan, Batanes	Uyugan
Bisig	Arm
Angkor Wat	Angkor Wat
Derby	Derby, Storbritannien
Amedeo Avogadro	Amadeo Avogadro
Likas na pagpili	Naturligt urval
Balon	Vattenbrunn
Dumagat (ibon)	Falco (släkte)
Desiderius Erasmus	Erasmus av Rotterdam
Abulug, Cagayan	Abulug
Zoo	Djurpark
Dodo (ibon)	Dront
Alcala, Cagayan	Alcala (Cagayan)
Allacapan, Cagayan	Allacapan
Amulung, Cagayan	Amulung
Aparri, Cagayan	Aparri
Oseanograpiya	Oceanografi
Baggao, Cagayan	Baggao
Antonie van Leeuwenhoek	Antonie van Leeuwenhoek
Nakaupong Toro	Sitting Bull
Bubog	Kristall
Felis silvestris	Vildkatt
Mateo ang Ebanghelista	Matteus
Odin	Oden
Momya	Mumie
Trochilidae	Kolibrier
Mac OS	Mac OS
Monopolyo	Monopol
Apteryx	Kivier
Hidrokarburo	Kolväte
Louisville, Kentaki	Louisville
Tomas ang Alagad	Tomas (apostel)
Felipe ang Alagad	Filippos
Henan	Henan
Ambrosio	Ambrosius av Milano
Lalawigan ng Bursa	Bursa (provins)
Jean Reno	Jean Reno
Pederasyon	Federation
Juan Crisostomo	Johannes Chrysostomos
Papa Pio IX	Pius IX
Benjamin Netanyahu	Benjamin Netanyahu
León XII	Leo XII
Papa Gregorio XVI	Gregorius XVI
Yasunari Kawabata	Yasunari Kawabata
Papa Pio X	Pius X
Lalawigan ng Artvin	Artvin (provins)
Kilay	Ögonbryn
Lindol sa Hayti noong 2010	Jordbävningen i Haiti 2010
Madison, Wisconsin	Madison, Wisconsin
Pabo	Kalkoner
Pusod	Navel
Imbertebrado	Ryggradslösa djur
Pasaporte	Pass
Eddie Murphy	Eddie Murphy
Salem, Oregon	Salem, Oregon
Papa Leon XIII	Leo XIII
Lalawigan ng Adıyaman	Adıyaman (provins)
Liaoning	Liaoning
Guillermo ng Ockham	William Ockham
Azawad	Azawad
Hamid Karzai	Hamid Karzai
Hudas ang Alagad	Judas Taddeus
Leon I Magno	Leo I (påve)
Rodrigo Díaz de Vivar	El Cid
Jan Hus	Jan Hus
Bartolome ang Alagad	Bartolomaios
Trangkasong pang-ibon	Fågelinfluensa
Grigori Rasputin	Grigorij Rasputin
Santiago, anak ni Zebedeo	Jakob (apostel)
Gregorio ng Nazianzus	Gregorios av Nazianzos
Trois-Rivières, Québec	Trois-Rivières
Juan ang Alagad	Johannes (apostel)
San Matias	Mattias (apostel)
Atanasio	Athanasius
Awitin ng mga Aleman	Deutschlandlied
Santiago, anak ni Alfeo	Jakob (apostel, Alfeus son)
384 BC	384 f.Kr.
264 BC	264 f.Kr.
Reese Witherspoon	Reese Witherspoon
185 BC	185 f.Kr.
Yuri Andropov	Jurij Andropov
Jessica Alba	Jessica Alba
Cirilo ng Alehandriya	Kyrillos av Alexandria
169 BC	169 f.Kr.
Santo Domingo	Dominicus
119 BC	119 f.Kr.
195 BC	195 f.Kr.
115 BC	115 f.Kr.
120 BC	120 f.Kr.
Sirwelas	Plommon
Lobo (DC Comics)	Lobo (seriefigur)
István Sándorfi	István Sándorfi
Serbidor	Server
Dagat Puti	Vita havet
David Bautista	Dave Bautista
156 BC	156 f.Kr.
129 BC	129 f.Kr.
Maximilien de Robespierre	Maximilien de Robespierre
Brampton, Ontario	Brampton
Cronus	Kronos
Sean Penn	Sean Penn
104 BC	104 f.Kr.
Leonidas I	Leonidas I av Sparta
Lalawigan ng San Juan (Arhentina)	San Juan, Argentina
Jeronimo	Hieronymus
139 BC	139 f.Kr.
Basilio ng Caesarea	Basileios den store
122 BC	122 f.Kr.
Ha Ji Won	Ha Ji-won
Benito ng Nursia	Benedikt av Nursia
206 BC	206 f.Kr.
Oliver Cromwell	Oliver Cromwell
Ignacio ng Loyola	Ignatius av Loyola
323 BC	323 f.Kr.
Koyote	Prärievarg
Nagorno-Karabah	Nagorno-Karabach
Jihad	Jihad
203 BC	203 f.Kr.
Ontolohiya	Ontologi
Alamat	Legend
102 BC	102 f.Kr.
Tsar	Tsar
Fermion	Fermion
Valentina Tereshkova	Valentina Teresjkova
Cameron Diaz	Cameron Diaz
Hephaistos	Hefaistos
Leontios	Leontios
Dario I ng Persiya	Dareios I
Cayenne	Cayenne
Teokrasya	Teokrati
Hans Christian Ørsted	Hans Christian Ørsted
Kurbata	Slips
Kawing na kimikal	Kemisk bindning
John Cena	John Cena
Dan Castellaneta	Dan Castellaneta
Fabaceae	Ärtväxter
Randy Orton	Randy Orton
Kurt Angle	Kurt Angle
Teoriya ng laro	Spelteori
Richard Dawkins	Richard Dawkins
Pierre-Simon Laplace	Pierre Simon de Laplace
Alexander Oparin	Aleksandr Oparin (biokemist)
159 BC	159 f.Kr.
Pagmimina	Gruvdrift
Patriyarka Bartolome I ng Konstantinopla	Bartholomeus I av Konstantinopel
141 BC	141 f.Kr.
Salot	Epidemi
Takipsilim (serye)	Twilight (bokserie)
Templo	Tempel
Bunyuelos	Pannkaka
183 BC	183 f.Kr.
Planetang ekstrasolar	Exoplanet
Philippikos	Filippikos (bysantinsk kejsare)
Kevin James	Kevin James
Charleston, West Virginia	Charleston, West Virginia
GNU	GNU
Mitsubishi Lancer Evolution	Mitsubishi Lancer Evolution
Kanibalismo	Kannibalism
Ayuno	Fasta
Gackt	Gackt Camui
Takot	Rädsla
Kretaseyoso	Krita (geologi)
Echinodermata	Tagghudingar
241 BC	241 f.Kr.
Kawal Schutzstaffel	Schutzstaffel
209 BC	209 f.Kr.
The Star-Spangled Banner	The Star-Spangled Banner
Ornitolohiya	Ornitologi
210 BC	210 f.Kr.
Kalendaryong Ebreo	Judiska kalendern
Kagawaran ng Amazonas	Amazonas (departement)
Dagat Bering	Berings hav
Bulutung-tubig	Vattkoppor
103 BC	103 f.Kr.
Mga lalawigan ng Arhentina	Argentinas provinser
Lalawigan ng Buenos Aires	Buenos Aires (provins)
Lalawigan ng Catamarca	Catamarca (provins)
Lalawigan ng Chaco	Chaco (provins)
Lalawigan ng Corrientes	Corrientes (provins)
Lalawigan ng Córdoba, Arhentina	Córdoba (provins)
Lalawigan ng Formosa	Formosa (provins)
Lalawigan ng Entre Ríos	Entre Ríos
Lalawigan ng Jujuy	Jujuy
145 BC	145 f.Kr.
347 BC	347 f.Kr.
142 BC	142 f.Kr.
Daungan	Hamn
Moras (halaman)	Mullbärssläktet
Papa Alejandro ng Alehandriya	Alexander av Alexandria
Lalawigan ng La Pampa	La Pampa
Lalawigan ng La Rioja (Arhentina)	La Rioja (provins)
Lalawigan ng Mendoza	Mendoza (provins)
Lalawigan ng Misiones	Misiones (provins)
Lalawigan ng Neuquén	Neuquén (provins)
Lalawigan ng Río Negro	Río Negro (provins)
Lalawigan ng Salta	Salta (provins)
Bigfoot	Bigfoot
Lalawigan ng San Luis	San Luis (provins)
Suharto	Suharto
Lalawigan ng Santa Cruz (Arhentina)	Santa Cruz (provins i Argentina)
Lalawigan ng Santa Fe	Santa Fe (provins)
Lalawigan ng Santiago del Estero	Santiago del Estero (provins)
Lalawigan ng Tucumán	Tucumán (provins)
109 BK	109 f.Kr.
Lalawigan ng Tierra del Fuego (Arhentina)	Eldslandet (argentinsk provins)
215 BC	215 f.Kr.
148 BC	148 f.Kr.
Prepektura ng Tochigi	Tochigi prefektur
Hiawatha	Hiawatha
Iskuwater	Husockupation
Paliparan ng Paro	Paros flygplats
Yungib ng Son Doong	Son Dong
Lindsay Lohan	Lindsay Lohan
Sudoku	Sudoku
Pananaig ng batas	Lagstyre
.nu	.nu
Tulsa, Oklahoma	Tulsa
Oxford English Dictionary	Oxford English Dictionary
Lalawigan ng Chubut	Chubut
121 BC	121 f.Kr.
189 BC	189 f.Kr.
179 BC	179 f.Kr.
186 BC	186 f.Kr.
Betu-beto	Tärning
190 BC	190 f.Kr.
152 BC	152 f.Kr.
168 BC	168 f.Kr.
Semento	Cement
Mandaragat	Sjöman
Jilin	Jilin
Lalawigan ng Afyonkarahisar	Afyonkarahisar (provins)
Zac Efron	Zac Efron
333 BC	333 f.Kr.
235 BC	235 f.Kr.
Dinastiyang Safarida	Saffariderna
222 BC	222 f.Kr.
Kudeta	Statskupp
236 BC	236 f.Kr.
Panunulisan	Sjöröveri
237 BC	237 f.Kr.
238 BC	238 f.Kr.
239 BC	239 f.Kr.
233 BC	233 f.Kr.
231 BC	231 f.Kr.
177 BC	177 f.Kr.
229 BC	229 f.Kr.
171 BC	171 f.Kr.
225 BC	225 f.Kr.
133 BC	133 f.Kr.
226 BC	226 f.Kr.
137 BC	137 f.Kr.
223 BC	223 f.Kr.
184 BC	184 f.Kr.
144 BC	144 f.Kr.
147 BC	147 f.Kr.
Sawa (boa)	Boaormar
Dennis Ritchie	Dennis Ritchie
Arkanghel Miguel	Mikael (ärkeängel)
232 BC	232 f.Kr.
Kandahar	Kandahar
151 BC	151 f.Kr.
Dinastiyang Omeya	Umayyaderna
Coco Chanel	Coco Chanel
Klemens ng Metternich	Klemens von Metternich
112 BK	112 f.Kr.
Jean Sibelius	Jean Sibelius
Aa (dumi)	Avfall
Titan (mitolohiya)	Titaner
Kardinal (Katolisismo)	Kardinal
Charlotte's Web	Fantastiska Wilbur
Langka	Jackfrukt
Hunan	Hunan
350 BC	350 f.Kr.
Akwaryum	Akvarium
Kim Dae-jung	Kim Dae-jung
Satyendra Nath Bose	Satyendra Nath Bose
Haring Arturo	Kung Artur
Dunkerque	Dunkerque
Lungsod ng Gifu	Gifu
Ubad	Hemgift
Hurasiko	Jura (period)
Hun	Hunner
Qinghai	Qinghai
197 BC	197 f.Kr.
207 BC	207 f.Kr.
Isabel I ng Castilla	Isabella I av Kastilien
Secret Garden	Secret Garden (TV-serie)
105 BC	105 f.Kr.
188 BC	188 f.Kr.
180 BC	180 f.Kr.
131 BC	131 f.Kr.
Taong Peking	Pekingmänniskan
Organulo	Organell
Pulang Kuta	Röda fortet i Delhi
Persephone	Persefone
Rhythm and blues	Rhythm and blues
Mistisismo	Mystik
Chris Paul	Chris Paul
Clive Dunn	Clive Dunn
191 BC	191 f.Kr.
Oktubre 2011	Oktober 2011
Digmaang Prangko-Pruso	Fransk-tyska kriget
Papa Silvestre III	Silvester III
275 BC	275 f.Kr.
212 BC	212 f.Kr.
Pulo ng Ascension	Ascension
FIBA	Internationella basketförbundet
Kondensadang Bose-Einstein	Bose–Einstein-kondensat
Elektrikong field	Elektriskt fält
199 BC	199 f.Kr.
Heopisika	Geofysik
196 BC	196 f.Kr.
187 BC	187 f.Kr.
198 BC	198 f.Kr.
192 BC	192 f.Kr.
Rosaceae	Rosväxter
Trapesoid	Parallelltrapets
193 BC	193 f.Kr.
194 BC	194 f.Kr.
205 BK	205 f.Kr.
Mahabang Martsa	Långa marschen
Manipesto	Manifest
155 BC	155 f.Kr.
176 BC	176 f.Kr.
181 BC	181 f.Kr.
Pagong na panlupa	Landsköldpaddor
Sushi	Sushi
Mikropono	Mikrofon
Bjørnstjerne Bjørnson	Bjørnstjerne Bjørnson
Georgia O'Keeffe	Georgia O'Keeffe
Constantius II	Constantius II
Sonora	Sonora (delstat)
Lumalagaslas na mga Pilas ng Estilo	Cascading Style Sheets
Opyo	Opium
Guanajuato	Guanajuato (delstat)
Osiris	Osiris
Baja California Sur	Baja California Sur
167 BC	167 f.Kr.
166 BC	166 f.Kr.
174 BC	174 f.Kr.
165 BC	165 f.Kr.
208 BC	208 f.Kr.
Malayang pamilihan	Fri marknad
Programang Apollo	Apolloprogrammet
Charles Babbage	Charles Babbage
160 BC	160 f.Kr.
161 BC	161 f.Kr.
164 BC	164 f.Kr.
182 BC	182 f.Kr.
Costermano	Costermano
173 BC	173 f.Kr.
172 BC	172 f.Kr.
Theodosius I	Theodosius I
178 BC	178 f.Kr.
175 BC	175 f.Kr.
Valentiniano I	Valentinianus I
Bampira	Vampyr
Pidyi Hindi	Fijiansk hindi
Amoeba	Amöbor
Darfur	Darfur
Constantine II (emperador)	Konstantin II (kejsare)
Ardon, Republic of North Ossetia-Alania	Ardon, Ryssland
Sendai	Sendai
Valerian (emperor)	Valerianus
Harry Potter and the Goblet of Fire	Harry Potter och den flammande bägaren
Harry Potter and the Deathly Hallows	Harry Potter och dödsrelikerna
Musile di Piave	Musile di Piave
Martellago	Martellago
Claudius II	Claudius II Gothicus
Lalawigan ng Bilecik	Bilecik (provins)
Bussolengo	Bussolengo
Maximian	Maximianus
Aurelian	Aurelianus
Riese Pio X	Riese Pio X
Bhagavad Gita	Bhagavad-Gita
Montebelluna	Montebelluna
Raúl Castro	Raúl Castro
Flavius Valerius Severus	Severus II
Museo ng Israel	Israel Museum
Numerian	Numerianus
Robert Hooke	Robert Hooke
Bulubundukin	Bergskedja
Hostilian	Hostilianus
Valentiniano II	Valentinianus II
Singsing	Fingerring
Gallio (VI)	Gallio
Zelenogorsk, Saint Petersburg	Terijoki
Pamamaraang makaagham	Vetenskaplig metod
Hubei	Hubei
Nogales	Valnöt
Harry Potter and the Half-Blood Prince	Harry Potter och Halvblodsprinsen
154 BC	154 f.Kr.
Shanxi	Shanxi
Sanggano	Gangster
Kompanyang panghimpapawid	Flygföretag
132 BC	132 f.Kr.
170 BC	170 f.Kr.
Salzano	Salzano
157 BC	157 f.Kr.
111 BC	111 f.Kr.
114 BK	114 f.Kr.
220 BC	220 f.Kr.
163 BC	163 f.Kr.
162 BC	162 f.Kr.
280 BC	280 f.Kr.
134 BC	134 f.Kr.
Pisngi	Kind
Kubo ni Rubik	Rubiks kub
Bugtong	Gåta
Asiago	Asiago
Kayumanggi	Brun
Arthur C. Clarke	Arthur C. Clarke
Panggagahasa	Våldtäkt
Bassano del Grappa	Bassano del Grappa
Guizhou	Guizhou
Televisa	Televisa
Ben Stiller	Ben Stiller
Joseph Smith, Jr.	Joseph Smith
Timba	Hink
Lalawigan ng Balıkesir	Balıkesir (provins)
Enrique Iglesias	Enrique Iglesias
Puno ng Pasko	Julgran
Shetland	Shetlandsöarna
Portogruaro	Portogruaro
Papa Linus	Linus (påve)
Ugnayang-mukha ng tagagamit	Användargränssnitt
Silvestre I	Silvester I
Mary Shelley	Mary Shelley
Lucretius	Lucretius
Triasiko	Trias
Santa Monica, Kaliporniya	Santa Monica
Orsk	Orsk
218 BC	218 f.Kr.
Tremezzo	Tremezzo
118 BC	118 f.Kr.
Annone Veneto	Annone Veneto
138 BC	138 f.Kr.
Concordia Sagittaria	Concordia Sagittaria
135 BC	135 f.Kr.
Trick-or-treat	Bus eller godis
128 BC	128 f.Kr.
270 BC	270 f.Kr.
Harry Potter and the Chamber of Secrets	Harry Potter och Hemligheternas kammare
Sibil na pagsuway	Civil olydnad
Kaarawan	Födelsedag
Conegliano	Conegliano
Kama Sutra	Kama Sutra
Caorle	Caorle
Valdagno	Valdagno
Uod	Maskar
Palo Alto, Kaliporniya	Palo Alto
San Michele al Tagliamento	San Michele al Tagliamento
Gitnang sistemang nerbyos	Centrala nervsystemet
Mga Relihiyong Abraamiko	Abrahamitiska religioner
Jesolo	Jesolo
Osh	Osj
J. J. Thomson	J.J. Thomson
Tauhang kabayuhan	Kavalleri
Kamaksi	Syrsor
287 BC	287 f.Kr.
216 BC	216 f.Kr.
300 BC	300 f.Kr.
Marie Antoinette	Marie Antoinette
Kudyapi	Harpa
Kasaysayang pang-ekonomiya	Ekonomisk historia
Ekonomiyang pandaigdigan	Internationell ekonomi
Mezzegra	Mezzegra
Green Bay, Wisconsin	Green Bay, Wisconsin
Salaping papel	Sedel
158 BC	158 f.Kr.
127 BC	127 f.Kr.
Ed Sheeran	Ed Sheeran
117 BC	117 f.Kr.
153 BC	153 f.Kr.
125 BC	125 f.Kr.
108 BK	108 f.Kr.
124 BC	124 f.Kr.
Alhambra	Alhambra
Paul Dirac	Paul Dirac
Araw ng Paggawa	Första maj
Asidong asetiko	Ättiksyra
Batis	Bäck (vattendrag)
Radar	Radar
Anubis	Anubis
221 BC	221 f.Kr.
Kastor	Bävrar
Ishtar	Istar
San Donà di Piave	San Donà di Piave
Bilang Fibonacci	Fibonaccital
Vittorio Veneto	Vittorio Veneto
Harry Potter and the Prisoner of Azkaban	Harry Potter och fången från Azkaban
MS-DOS	MS-DOS
