आफ्रिकाखण्डः	Afrika
वर्गः:हिमाचलप्रदेशस्य मण्डलानि	Kategori:Distrikt i Himachal Pradesh
वर्गः:भारतस्य मण्डलानि	Kategori:Distrikt i Indien
वर्गः:जम्मूकाश्मीरराज्यस्य मण्डलानि	Kategori:Distrikt i Jammu och Kashmir
वर्गः:कर्णाटकस्य मण्डलानि	Kategori:Distrikt i Karnataka
वर्गः:केरलाराज्यस्य मण्डलानि	Kategori:Distrikt i Kerala
वर्गः:महाराष्ट्रराज्यस्य मण्डलानि	Kategori:Distrikt i Maharashtra
वर्गः:मेघालयराज्यस्य मण्डलानि	Kategori:Distrikt i Meghalaya
वर्गः:ओरिसाराज्यस्य मण्डलानि	Kategori:Distrikt i Odisha
वर्गः:राजस्थानस्य मण्डलानि	Kategori:Distrikt i Rajasthan
वर्गः:तमिळनाडुराज्यस्य मण्डलानि	Kategori:Distrikt i Tamil Nadu
वर्गः:उत्तरप्रदेशस्य मण्डलानि	Kategori:Distrikt i Uttar Pradesh
फलकम्:Lang-mr	Mall:Lang-mr
वर्गः:भारतीयपुरस्काराः	Kategori:Priser i Indien
वर्गः:भारतीयक्रिकेट्-क्रीडापटवः	Kategori:Indiska cricketspelare
फलकम्:Infobox Holiday	Mall:Faktamall högtid
वर्गः:संस्कृतभाषा	Kategori:Sanskrit
वर्गः:तेलङ्गाणाराज्यम्	Kategori:Telangana
वर्गः:उर्दुलेखकाः	Kategori:Urduspråkiga författare
वर्गः:गुजरातराज्यस्य प्रमुखनगराणि	Kategori:Orter i Gujarat
वर्गः:जम्मूकाश्मीरराज्यस्य प्रमुखनगराणि	Kategori:Orter i Jammu och Kashmir
वर्गः:मिजोरामराज्यस्य नगराणि	Kategori:Orter i Mizoram
वर्गः:User en-1	Kategori:Användare en-1
वेणी	Inbakad fläta
फलकम्:Foundation date	Mall:Startdatum
फलकम्:WW2InfoBox	Mall:Faktaruta andra världskriget
फलकम्:Lang-sco	Mall:Lang-sco
फलकम्:भारतीयरक्षणविभागः	Mall:Indiens försvarsmakt
हापुर	Hapur
फलकम्:Val/units	Mall:Mätvärde/units
फलकम्:Str len/core	Mall:Str len/core
फलकम्:Cite podcast	Mall:Podcastref
फलकम्:End	Mall:Avsluta
फलकम्:Air force/core	Mall:Flygvapen/core
फलकम्:Style/ril	Mall:Style/ril
फलकम्:Infobox criminal	Mall:Infobox brottsling
बि एम् डब्ल्यू फोर् सीरीज् (एफ् ३२)	BMW F32
फलकम्:Geobox/sample	Mall:Geobox/exempel
फलकम्:श्रुणोतु	Mall:Ping
Z8 GND 5296-आकाशगङ्गा	Z8-GND-5296
Module:Yesno	Modul:Yesno
क्षीरिणीसस्यम्	Hemidesmus indicus
Module:Arguments	Modul:Arguments
विशेषम्:नवीनतम परिवर्तन	Special:Senaste ändringar
Module:HtmlBuilder	Modul:HtmlBuilder
Module:Coordinates	Modul:Coordinates
Module:Navbox	Modul:Navbox
Module:Infobox	Modul:Infobox
Module:Location map	Modul:Location map
इण्डियन् सुपर् लीग्	Indian Super League
वर्गः:तेलङ्गाणाराज्यस्य मण्डलानि	Kategori:Distrikt i Telangana
